Time Period,OrgCode,ParentOrgCode,QuitStatus,Total
2019/20 Q2,E10000019,E12000004,Quit CO,40
2019/20 Q2,E10000019,E12000004,Set quit date,198
2019/20 Q2,E10000020,E12000006,Not known,44
2019/20 Q2,E10000020,E12000006,Not quit,32
2019/20 Q2,E10000020,E12000006,Quit,35
2019/20 Q2,E10000020,E12000006,Quit CO,3
2019/20 Q2,E10000020,E12000006,Set quit date,111
2019/20 Q2,E10000021,E12000004,Not known,22
2019/20 Q2,E10000021,E12000004,Not quit,13
2019/20 Q2,E10000021,E12000004,Quit,13
2019/20 Q2,E10000021,E12000004,Quit CO,6
2019/20 Q2,E10000021,E12000004,Set quit date,48
2019/20 Q2,E10000023,E12000003,Not known,9
2019/20 Q2,E10000023,E12000003,Not quit,7
2019/20 Q2,E10000023,E12000003,Quit,45
2019/20 Q2,E10000023,E12000003,Quit CO,37
2019/20 Q2,E10000023,E12000003,Set quit date,61
2019/20 Q2,E10000024,E12000004,Not known,0
2019/20 Q2,E10000024,E12000004,Not quit,34
2019/20 Q2,E10000024,E12000004,Quit,51
2019/20 Q2,E10000024,E12000004,Quit CO,2
2019/20 Q2,E10000024,E12000004,Set quit date,85
2019/20 Q2,E10000025,E12000008,Not known,5
2019/20 Q2,E10000025,E12000008,Not quit,3
2019/20 Q2,E10000025,E12000008,Quit,14
2019/20 Q2,E10000025,E12000008,Quit CO,7
2019/20 Q2,E10000025,E12000008,Set quit date,22
2019/20 Q2,E10000027,E12000009,Not known,66
2019/20 Q2,E10000027,E12000009,Not quit,67
2019/20 Q2,E10000027,E12000009,Quit,89
2019/20 Q2,E10000027,E12000009,Quit CO,73
2019/20 Q2,E10000027,E12000009,Set quit date,222
2019/20 Q2,E10000028,E12000005,Not known,12
2019/20 Q2,E10000028,E12000005,Not quit,26
2019/20 Q2,E10000028,E12000005,Quit,22
2019/20 Q2,E10000028,E12000005,Quit CO,20
2019/20 Q2,E10000028,E12000005,Set quit date,60
2019/20 Q2,E10000029,E12000006,Not known,34
2019/20 Q2,E10000029,E12000006,Not quit,56
2019/20 Q2,E10000029,E12000006,Quit,64
2019/20 Q2,E10000029,E12000006,Quit CO,19
2019/20 Q2,E10000029,E12000006,Set quit date,154
2019/20 Q2,E10000030,E12000008,Not known,0
2019/20 Q2,E10000030,E12000008,Not quit,3
2019/20 Q2,E10000030,E12000008,Quit,1
2019/20 Q2,E10000030,E12000008,Quit CO,0
2019/20 Q2,E10000030,E12000008,Set quit date,4
2019/20 Q2,E10000031,E12000005,Not known,7
2019/20 Q2,E10000031,E12000005,Not quit,37
2019/20 Q2,E10000031,E12000005,Quit,28
2019/20 Q2,E10000031,E12000005,Quit CO,26
2019/20 Q2,E10000031,E12000005,Set quit date,72
2019/20 Q2,E10000032,E12000008,Not known,6
2019/20 Q2,E10000032,E12000008,Not quit,9
2019/20 Q2,E10000032,E12000008,Quit,2
2019/20 Q2,E10000032,E12000008,Quit CO,2
2019/20 Q2,E10000032,E12000008,Set quit date,17
2019/20 Q2,E10000034,E12000005,Not known,70
2019/20 Q2,E10000034,E12000005,Not quit,37
2019/20 Q2,E10000034,E12000005,Quit,68
2019/20 Q2,E10000034,E12000005,Quit CO,4
2019/20 Q2,E10000034,E12000005,Set quit date,175
