Time Period,OrgCode,ParentOrgCode,MonitoringCategory,EthnicGroup,QuitStatus,Sex,Total
2018/19,E06000001,E12000001,African,Black,Quit,Female,0
2018/19,E06000001,E12000001,African,Black,Quit,Male,0
2018/19,E06000001,E12000001,African,Black,Set quit date,Female,0
2018/19,E06000001,E12000001,African,Black,Set quit date,Male,0
2018/19,E06000001,E12000001,Any other Asian,Asian,Quit,Female,0
2018/19,E06000001,E12000001,Any other Asian,Asian,Quit,Male,0
2018/19,E06000001,E12000001,Any other Asian,Asian,Set quit date,Female,0
2018/19,E06000001,E12000001,Any other Asian,Asian,Set quit date,Male,2
2018/19,E06000001,E12000001,Any other Black,Black,Quit,Female,0
2018/19,E06000001,E12000001,Any other Black,Black,Quit,Male,0
2018/19,E06000001,E12000001,Any other Black,Black,Set quit date,Female,0
2018/19,E06000001,E12000001,Any other Black,Black,Set quit date,Male,0
2018/19,E06000001,E12000001,Any other White,White,Quit,Female,3
2018/19,E06000001,E12000001,Any other White,White,Quit,Male,3
2018/19,E06000001,E12000001,Any other White,White,Set quit date,Female,6
2018/19,E06000001,E12000001,Any other White,White,Set quit date,Male,5
2018/19,E06000001,E12000001,Any other ethnic,Any other ethnic,Quit,Female,0
2018/19,E06000001,E12000001,Any other ethnic,Any other ethnic,Quit,Male,0
2018/19,E06000001,E12000001,Any other ethnic,Any other ethnic,Set quit date,Female,0
2018/19,E06000001,E12000001,Any other ethnic,Any other ethnic,Set quit date,Male,0
2018/19,E06000001,E12000001,Any other mixed,Mixed,Quit,Female,1
2018/19,E06000001,E12000001,Any other mixed,Mixed,Quit,Male,0
2018/19,E06000001,E12000001,Any other mixed,Mixed,Set quit date,Female,1
2018/19,E06000001,E12000001,Any other mixed,Mixed,Set quit date,Male,0
2018/19,E06000001,E12000001,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000001,E12000001,Bangladeshi,Asian,Quit,Male,0
2018/19,E06000001,E12000001,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000001,E12000001,Bangladeshi,Asian,Set quit date,Male,4
2018/19,E06000001,E12000001,Caribbean,Black,Quit,Female,0
2018/19,E06000001,E12000001,Caribbean,Black,Quit,Male,1
2018/19,E06000001,E12000001,Caribbean,Black,Set quit date,Female,0
2018/19,E06000001,E12000001,Caribbean,Black,Set quit date,Male,2
2018/19,E06000001,E12000001,Chinese,Any other ethnic,Quit,Female,0
2018/19,E06000001,E12000001,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000001,E12000001,Chinese,Any other ethnic,Set quit date,Female,0
2018/19,E06000001,E12000001,Chinese,Any other ethnic,Set quit date,Male,0
2018/19,E06000001,E12000001,Indian,Asian,Quit,Female,0
2018/19,E06000001,E12000001,Indian,Asian,Quit,Male,0
2018/19,E06000001,E12000001,Indian,Asian,Set quit date,Female,0
2018/19,E06000001,E12000001,Indian,Asian,Set quit date,Male,0
2018/19,E06000001,E12000001,Not stated,Not stated,Quit,Female,0
2018/19,E06000001,E12000001,Not stated,Not stated,Quit,Male,3
2018/19,E06000001,E12000001,Not stated,Not stated,Set quit date,Female,1
2018/19,E06000001,E12000001,Not stated,Not stated,Set quit date,Male,5
2018/19,E06000001,E12000001,Pakistani,Asian,Quit,Female,0
2018/19,E06000001,E12000001,Pakistani,Asian,Quit,Male,0
2018/19,E06000001,E12000001,Pakistani,Asian,Set quit date,Female,0
2018/19,E06000001,E12000001,Pakistani,Asian,Set quit date,Male,0
2018/19,E06000001,E12000001,White British,White,Quit,Female,257
2018/19,E06000001,E12000001,White British,White,Quit,Male,160
2018/19,E06000001,E12000001,White British,White,Set quit date,Female,644
2018/19,E06000001,E12000001,White British,White,Set quit date,Male,415
2018/19,E06000001,E12000001,White Irish,White,Quit,Female,0
2018/19,E06000001,E12000001,White Irish,White,Quit,Male,0
2018/19,E06000001,E12000001,White Irish,White,Set quit date,Female,1
2018/19,E06000001,E12000001,White Irish,White,Set quit date,Male,1
2018/19,E06000001,E12000001,White and Asian,Mixed,Quit,Female,0
2018/19,E06000001,E12000001,White and Asian,Mixed,Quit,Male,0
2018/19,E06000001,E12000001,White and Asian,Mixed,Set quit date,Female,0
2018/19,E06000001,E12000001,White and Asian,Mixed,Set quit date,Male,0
2018/19,E06000001,E12000001,White and Black African,Mixed,Quit,Female,0
2018/19,E06000001,E12000001,White and Black African,Mixed,Quit,Male,0
2018/19,E06000001,E12000001,White and Black African,Mixed,Set quit date,Female,0
2018/19,E06000001,E12000001,White and Black African,Mixed,Set quit date,Male,0
2018/19,E06000001,E12000001,White and Black Caribbean,Mixed,Quit,Female,0
2018/19,E06000001,E12000001,White and Black Caribbean,Mixed,Quit,Male,0
2018/19,E06000001,E12000001,White and Black Caribbean,Mixed,Set quit date,Female,0
2018/19,E06000001,E12000001,White and Black Caribbean,Mixed,Set quit date,Male,0
2018/19,E06000002,E12000001,African,Black,Quit,Female,1
2018/19,E06000002,E12000001,African,Black,Quit,Male,0
2018/19,E06000002,E12000001,African,Black,Set quit date,Female,2
2018/19,E06000002,E12000001,African,Black,Set quit date,Male,2
2018/19,E06000002,E12000001,Any other Asian,Asian,Quit,Female,0
2018/19,E06000002,E12000001,Any other Asian,Asian,Quit,Male,5
2018/19,E06000002,E12000001,Any other Asian,Asian,Set quit date,Female,1
2018/19,E06000002,E12000001,Any other Asian,Asian,Set quit date,Male,8
2018/19,E06000002,E12000001,Any other Black,Black,Quit,Female,0
2018/19,E06000002,E12000001,Any other Black,Black,Quit,Male,2
2018/19,E06000002,E12000001,Any other Black,Black,Set quit date,Female,0
2018/19,E06000002,E12000001,Any other Black,Black,Set quit date,Male,3
2018/19,E06000002,E12000001,Any other White,White,Quit,Female,11
2018/19,E06000002,E12000001,Any other White,White,Quit,Male,9
2018/19,E06000002,E12000001,Any other White,White,Set quit date,Female,14
2018/19,E06000002,E12000001,Any other White,White,Set quit date,Male,17
2018/19,E06000002,E12000001,Any other ethnic,Any other ethnic,Quit,Female,1
2018/19,E06000002,E12000001,Any other ethnic,Any other ethnic,Quit,Male,1
2018/19,E06000002,E12000001,Any other ethnic,Any other ethnic,Set quit date,Female,5
2018/19,E06000002,E12000001,Any other ethnic,Any other ethnic,Set quit date,Male,5
2018/19,E06000002,E12000001,Any other mixed,Mixed,Quit,Female,0
2018/19,E06000002,E12000001,Any other mixed,Mixed,Quit,Male,0
2018/19,E06000002,E12000001,Any other mixed,Mixed,Set quit date,Female,1
2018/19,E06000002,E12000001,Any other mixed,Mixed,Set quit date,Male,3
2018/19,E06000002,E12000001,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000002,E12000001,Bangladeshi,Asian,Quit,Male,0
2018/19,E06000002,E12000001,Bangladeshi,Asian,Set quit date,Female,1
2018/19,E06000002,E12000001,Bangladeshi,Asian,Set quit date,Male,0
2018/19,E06000002,E12000001,Caribbean,Black,Quit,Female,0
2018/19,E06000002,E12000001,Caribbean,Black,Quit,Male,0
2018/19,E06000002,E12000001,Caribbean,Black,Set quit date,Female,0
2018/19,E06000002,E12000001,Caribbean,Black,Set quit date,Male,1
2018/19,E06000002,E12000001,Chinese,Any other ethnic,Quit,Female,0
2018/19,E06000002,E12000001,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000002,E12000001,Chinese,Any other ethnic,Set quit date,Female,1
2018/19,E06000002,E12000001,Chinese,Any other ethnic,Set quit date,Male,1
2018/19,E06000002,E12000001,Indian,Asian,Quit,Female,0
2018/19,E06000002,E12000001,Indian,Asian,Quit,Male,2
2018/19,E06000002,E12000001,Indian,Asian,Set quit date,Female,0
2018/19,E06000002,E12000001,Indian,Asian,Set quit date,Male,2
2018/19,E06000002,E12000001,Not stated,Not stated,Quit,Female,0
2018/19,E06000002,E12000001,Not stated,Not stated,Quit,Male,0
2018/19,E06000002,E12000001,Not stated,Not stated,Set quit date,Female,1
2018/19,E06000002,E12000001,Not stated,Not stated,Set quit date,Male,0
2018/19,E06000002,E12000001,Pakistani,Asian,Quit,Female,1
2018/19,E06000002,E12000001,Pakistani,Asian,Quit,Male,1
2018/19,E06000002,E12000001,Pakistani,Asian,Set quit date,Female,3
2018/19,E06000002,E12000001,Pakistani,Asian,Set quit date,Male,3
2018/19,E06000002,E12000001,White British,White,Quit,Female,246
2018/19,E06000002,E12000001,White British,White,Quit,Male,217
2018/19,E06000002,E12000001,White British,White,Set quit date,Female,652
2018/19,E06000002,E12000001,White British,White,Set quit date,Male,438
2018/19,E06000002,E12000001,White Irish,White,Quit,Female,0
2018/19,E06000002,E12000001,White Irish,White,Quit,Male,0
2018/19,E06000002,E12000001,White Irish,White,Set quit date,Female,4
2018/19,E06000002,E12000001,White Irish,White,Set quit date,Male,0
2018/19,E06000002,E12000001,White and Asian,Mixed,Quit,Female,0
2018/19,E06000002,E12000001,White and Asian,Mixed,Quit,Male,1
2018/19,E06000002,E12000001,White and Asian,Mixed,Set quit date,Female,1
2018/19,E06000002,E12000001,White and Asian,Mixed,Set quit date,Male,2
2018/19,E06000002,E12000001,White and Black African,Mixed,Quit,Female,2
2018/19,E06000002,E12000001,White and Black African,Mixed,Quit,Male,0
2018/19,E06000002,E12000001,White and Black African,Mixed,Set quit date,Female,2
2018/19,E06000002,E12000001,White and Black African,Mixed,Set quit date,Male,1
2018/19,E06000002,E12000001,White and Black Caribbean,Mixed,Quit,Female,0
2018/19,E06000002,E12000001,White and Black Caribbean,Mixed,Quit,Male,0
2018/19,E06000002,E12000001,White and Black Caribbean,Mixed,Set quit date,Female,2
2018/19,E06000002,E12000001,White and Black Caribbean,Mixed,Set quit date,Male,0
2018/19,E06000003,E12000001,African,Black,Quit,Female,0
2018/19,E06000003,E12000001,African,Black,Quit,Male,0
2018/19,E06000003,E12000001,African,Black,Set quit date,Female,0
2018/19,E06000003,E12000001,African,Black,Set quit date,Male,0
2018/19,E06000003,E12000001,Any other Asian,Asian,Quit,Female,0
2018/19,E06000003,E12000001,Any other Asian,Asian,Quit,Male,0
2018/19,E06000003,E12000001,Any other Asian,Asian,Set quit date,Female,0
2018/19,E06000003,E12000001,Any other Asian,Asian,Set quit date,Male,3
2018/19,E06000003,E12000001,Any other Black,Black,Quit,Female,0
2018/19,E06000003,E12000001,Any other Black,Black,Quit,Male,0
2018/19,E06000003,E12000001,Any other Black,Black,Set quit date,Female,0
2018/19,E06000003,E12000001,Any other Black,Black,Set quit date,Male,1
2018/19,E06000003,E12000001,Any other White,White,Quit,Female,2
2018/19,E06000003,E12000001,Any other White,White,Quit,Male,3
2018/19,E06000003,E12000001,Any other White,White,Set quit date,Female,4
2018/19,E06000003,E12000001,Any other White,White,Set quit date,Male,5
2018/19,E06000003,E12000001,Any other ethnic,Any other ethnic,Quit,Female,1
2018/19,E06000003,E12000001,Any other ethnic,Any other ethnic,Quit,Male,2
2018/19,E06000003,E12000001,Any other ethnic,Any other ethnic,Set quit date,Female,5
2018/19,E06000003,E12000001,Any other ethnic,Any other ethnic,Set quit date,Male,6
2018/19,E06000003,E12000001,Any other mixed,Mixed,Quit,Female,0
2018/19,E06000003,E12000001,Any other mixed,Mixed,Quit,Male,0
2018/19,E06000003,E12000001,Any other mixed,Mixed,Set quit date,Female,0
2018/19,E06000003,E12000001,Any other mixed,Mixed,Set quit date,Male,1
2018/19,E06000003,E12000001,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000003,E12000001,Bangladeshi,Asian,Quit,Male,1
2018/19,E06000003,E12000001,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000003,E12000001,Bangladeshi,Asian,Set quit date,Male,2
2018/19,E06000003,E12000001,Caribbean,Black,Quit,Female,1
2018/19,E06000003,E12000001,Caribbean,Black,Quit,Male,0
2018/19,E06000003,E12000001,Caribbean,Black,Set quit date,Female,1
2018/19,E06000003,E12000001,Caribbean,Black,Set quit date,Male,0
2018/19,E06000003,E12000001,Chinese,Any other ethnic,Quit,Female,0
2018/19,E06000003,E12000001,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000003,E12000001,Chinese,Any other ethnic,Set quit date,Female,0
2018/19,E06000003,E12000001,Chinese,Any other ethnic,Set quit date,Male,0
2018/19,E06000003,E12000001,Indian,Asian,Quit,Female,0
2018/19,E06000003,E12000001,Indian,Asian,Quit,Male,0
2018/19,E06000003,E12000001,Indian,Asian,Set quit date,Female,0
2018/19,E06000003,E12000001,Indian,Asian,Set quit date,Male,1
2018/19,E06000003,E12000001,Not stated,Not stated,Quit,Female,1
2018/19,E06000003,E12000001,Not stated,Not stated,Quit,Male,2
2018/19,E06000003,E12000001,Not stated,Not stated,Set quit date,Female,4
2018/19,E06000003,E12000001,Not stated,Not stated,Set quit date,Male,2
2018/19,E06000003,E12000001,Pakistani,Asian,Quit,Female,0
2018/19,E06000003,E12000001,Pakistani,Asian,Quit,Male,3
2018/19,E06000003,E12000001,Pakistani,Asian,Set quit date,Female,0
2018/19,E06000003,E12000001,Pakistani,Asian,Set quit date,Male,4
2018/19,E06000003,E12000001,White British,White,Quit,Female,288
2018/19,E06000003,E12000001,White British,White,Quit,Male,251
2018/19,E06000003,E12000001,White British,White,Set quit date,Female,664
2018/19,E06000003,E12000001,White British,White,Set quit date,Male,480
2018/19,E06000003,E12000001,White Irish,White,Quit,Female,1
2018/19,E06000003,E12000001,White Irish,White,Quit,Male,0
2018/19,E06000003,E12000001,White Irish,White,Set quit date,Female,1
2018/19,E06000003,E12000001,White Irish,White,Set quit date,Male,0
2018/19,E06000003,E12000001,White and Asian,Mixed,Quit,Female,0
2018/19,E06000003,E12000001,White and Asian,Mixed,Quit,Male,0
2018/19,E06000003,E12000001,White and Asian,Mixed,Set quit date,Female,0
2018/19,E06000003,E12000001,White and Asian,Mixed,Set quit date,Male,0
2018/19,E06000003,E12000001,White and Black African,Mixed,Quit,Female,0
2018/19,E06000003,E12000001,White and Black African,Mixed,Quit,Male,0
2018/19,E06000003,E12000001,White and Black African,Mixed,Set quit date,Female,0
2018/19,E06000003,E12000001,White and Black African,Mixed,Set quit date,Male,1
2018/19,E06000003,E12000001,White and Black Caribbean,Mixed,Quit,Female,1
2018/19,E06000003,E12000001,White and Black Caribbean,Mixed,Quit,Male,0
2018/19,E06000003,E12000001,White and Black Caribbean,Mixed,Set quit date,Female,2
2018/19,E06000003,E12000001,White and Black Caribbean,Mixed,Set quit date,Male,0
2018/19,E06000004,E12000001,African,Black,Quit,Female,1
2018/19,E06000004,E12000001,African,Black,Quit,Male,0
2018/19,E06000004,E12000001,African,Black,Set quit date,Female,2
2018/19,E06000004,E12000001,African,Black,Set quit date,Male,1
2018/19,E06000004,E12000001,Any other Asian,Asian,Quit,Female,2
2018/19,E06000004,E12000001,Any other Asian,Asian,Quit,Male,7
2018/19,E06000004,E12000001,Any other Asian,Asian,Set quit date,Female,5
2018/19,E06000004,E12000001,Any other Asian,Asian,Set quit date,Male,17
2018/19,E06000004,E12000001,Any other Black,Black,Quit,Female,0
2018/19,E06000004,E12000001,Any other Black,Black,Quit,Male,0
2018/19,E06000004,E12000001,Any other Black,Black,Set quit date,Female,0
2018/19,E06000004,E12000001,Any other Black,Black,Set quit date,Male,0
2018/19,E06000004,E12000001,Any other White,White,Quit,Female,2
2018/19,E06000004,E12000001,Any other White,White,Quit,Male,4
2018/19,E06000004,E12000001,Any other White,White,Set quit date,Female,6
2018/19,E06000004,E12000001,Any other White,White,Set quit date,Male,7
2018/19,E06000004,E12000001,Any other ethnic,Any other ethnic,Quit,Female,0
2018/19,E06000004,E12000001,Any other ethnic,Any other ethnic,Quit,Male,1
2018/19,E06000004,E12000001,Any other ethnic,Any other ethnic,Set quit date,Female,4
2018/19,E06000004,E12000001,Any other ethnic,Any other ethnic,Set quit date,Male,3
2018/19,E06000004,E12000001,Any other mixed,Mixed,Quit,Female,1
2018/19,E06000004,E12000001,Any other mixed,Mixed,Quit,Male,1
2018/19,E06000004,E12000001,Any other mixed,Mixed,Set quit date,Female,2
2018/19,E06000004,E12000001,Any other mixed,Mixed,Set quit date,Male,1
2018/19,E06000004,E12000001,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000004,E12000001,Bangladeshi,Asian,Quit,Male,0
2018/19,E06000004,E12000001,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000004,E12000001,Bangladeshi,Asian,Set quit date,Male,0
2018/19,E06000004,E12000001,Caribbean,Black,Quit,Female,0
2018/19,E06000004,E12000001,Caribbean,Black,Quit,Male,1
2018/19,E06000004,E12000001,Caribbean,Black,Set quit date,Female,0
2018/19,E06000004,E12000001,Caribbean,Black,Set quit date,Male,1
2018/19,E06000004,E12000001,Chinese,Any other ethnic,Quit,Female,0
2018/19,E06000004,E12000001,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000004,E12000001,Chinese,Any other ethnic,Set quit date,Female,0
2018/19,E06000004,E12000001,Chinese,Any other ethnic,Set quit date,Male,0
2018/19,E06000004,E12000001,Indian,Asian,Quit,Female,0
2018/19,E06000004,E12000001,Indian,Asian,Quit,Male,4
2018/19,E06000004,E12000001,Indian,Asian,Set quit date,Female,0
2018/19,E06000004,E12000001,Indian,Asian,Set quit date,Male,7
2018/19,E06000004,E12000001,Not stated,Not stated,Quit,Female,0
2018/19,E06000004,E12000001,Not stated,Not stated,Quit,Male,8
2018/19,E06000004,E12000001,Not stated,Not stated,Set quit date,Female,2
2018/19,E06000004,E12000001,Not stated,Not stated,Set quit date,Male,18
2018/19,E06000004,E12000001,Pakistani,Asian,Quit,Female,0
2018/19,E06000004,E12000001,Pakistani,Asian,Quit,Male,9
2018/19,E06000004,E12000001,Pakistani,Asian,Set quit date,Female,0
2018/19,E06000004,E12000001,Pakistani,Asian,Set quit date,Male,12
2018/19,E06000004,E12000001,White British,White,Quit,Female,364
2018/19,E06000004,E12000001,White British,White,Quit,Male,283
2018/19,E06000004,E12000001,White British,White,Set quit date,Female,940
2018/19,E06000004,E12000001,White British,White,Set quit date,Male,632
2018/19,E06000004,E12000001,White Irish,White,Quit,Female,3
2018/19,E06000004,E12000001,White Irish,White,Quit,Male,0
2018/19,E06000004,E12000001,White Irish,White,Set quit date,Female,5
2018/19,E06000004,E12000001,White Irish,White,Set quit date,Male,1
2018/19,E06000004,E12000001,White and Asian,Mixed,Quit,Female,0
2018/19,E06000004,E12000001,White and Asian,Mixed,Quit,Male,0
2018/19,E06000004,E12000001,White and Asian,Mixed,Set quit date,Female,0
2018/19,E06000004,E12000001,White and Asian,Mixed,Set quit date,Male,2
2018/19,E06000004,E12000001,White and Black African,Mixed,Quit,Female,1
2018/19,E06000004,E12000001,White and Black African,Mixed,Quit,Male,0
2018/19,E06000004,E12000001,White and Black African,Mixed,Set quit date,Female,5
2018/19,E06000004,E12000001,White and Black African,Mixed,Set quit date,Male,0
2018/19,E06000004,E12000001,White and Black Caribbean,Mixed,Quit,Female,0
2018/19,E06000004,E12000001,White and Black Caribbean,Mixed,Quit,Male,0
2018/19,E06000004,E12000001,White and Black Caribbean,Mixed,Set quit date,Female,1
2018/19,E06000004,E12000001,White and Black Caribbean,Mixed,Set quit date,Male,0
2018/19,E06000005,E12000001,African,Black,Quit,Female,0
2018/19,E06000005,E12000001,African,Black,Quit,Male,0
2018/19,E06000005,E12000001,African,Black,Set quit date,Female,0
2018/19,E06000005,E12000001,African,Black,Set quit date,Male,0
2018/19,E06000005,E12000001,Any other Asian,Asian,Quit,Female,0
2018/19,E06000005,E12000001,Any other Asian,Asian,Quit,Male,0
2018/19,E06000005,E12000001,Any other Asian,Asian,Set quit date,Female,0
2018/19,E06000005,E12000001,Any other Asian,Asian,Set quit date,Male,0
2018/19,E06000005,E12000001,Any other Black,Black,Quit,Female,0
2018/19,E06000005,E12000001,Any other Black,Black,Quit,Male,1
2018/19,E06000005,E12000001,Any other Black,Black,Set quit date,Female,0
2018/19,E06000005,E12000001,Any other Black,Black,Set quit date,Male,1
2018/19,E06000005,E12000001,Any other White,White,Quit,Female,2
2018/19,E06000005,E12000001,Any other White,White,Quit,Male,2
2018/19,E06000005,E12000001,Any other White,White,Set quit date,Female,2
2018/19,E06000005,E12000001,Any other White,White,Set quit date,Male,3
2018/19,E06000005,E12000001,Any other ethnic,Any other ethnic,Quit,Female,0
2018/19,E06000005,E12000001,Any other ethnic,Any other ethnic,Quit,Male,0
2018/19,E06000005,E12000001,Any other ethnic,Any other ethnic,Set quit date,Female,1
2018/19,E06000005,E12000001,Any other ethnic,Any other ethnic,Set quit date,Male,0
2018/19,E06000005,E12000001,Any other mixed,Mixed,Quit,Female,0
2018/19,E06000005,E12000001,Any other mixed,Mixed,Quit,Male,1
2018/19,E06000005,E12000001,Any other mixed,Mixed,Set quit date,Female,0
2018/19,E06000005,E12000001,Any other mixed,Mixed,Set quit date,Male,1
2018/19,E06000005,E12000001,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000005,E12000001,Bangladeshi,Asian,Quit,Male,0
2018/19,E06000005,E12000001,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000005,E12000001,Bangladeshi,Asian,Set quit date,Male,0
2018/19,E06000005,E12000001,Caribbean,Black,Quit,Female,0
2018/19,E06000005,E12000001,Caribbean,Black,Quit,Male,0
2018/19,E06000005,E12000001,Caribbean,Black,Set quit date,Female,0
2018/19,E06000005,E12000001,Caribbean,Black,Set quit date,Male,0
2018/19,E06000005,E12000001,Chinese,Any other ethnic,Quit,Female,0
2018/19,E06000005,E12000001,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000005,E12000001,Chinese,Any other ethnic,Set quit date,Female,0
2018/19,E06000005,E12000001,Chinese,Any other ethnic,Set quit date,Male,0
2018/19,E06000005,E12000001,Indian,Asian,Quit,Female,0
2018/19,E06000005,E12000001,Indian,Asian,Quit,Male,0
2018/19,E06000005,E12000001,Indian,Asian,Set quit date,Female,0
2018/19,E06000005,E12000001,Indian,Asian,Set quit date,Male,0
2018/19,E06000005,E12000001,Not stated,Not stated,Quit,Female,0
2018/19,E06000005,E12000001,Not stated,Not stated,Quit,Male,0
2018/19,E06000005,E12000001,Not stated,Not stated,Set quit date,Female,0
2018/19,E06000005,E12000001,Not stated,Not stated,Set quit date,Male,0
2018/19,E06000005,E12000001,Pakistani,Asian,Quit,Female,0
2018/19,E06000005,E12000001,Pakistani,Asian,Quit,Male,0
2018/19,E06000005,E12000001,Pakistani,Asian,Set quit date,Female,0
2018/19,E06000005,E12000001,Pakistani,Asian,Set quit date,Male,0
2018/19,E06000005,E12000001,White British,White,Quit,Female,100
2018/19,E06000005,E12000001,White British,White,Quit,Male,83
2018/19,E06000005,E12000001,White British,White,Set quit date,Female,161
2018/19,E06000005,E12000001,White British,White,Set quit date,Male,112
2018/19,E06000005,E12000001,White Irish,White,Quit,Female,0
2018/19,E06000005,E12000001,White Irish,White,Quit,Male,0
2018/19,E06000005,E12000001,White Irish,White,Set quit date,Female,0
2018/19,E06000005,E12000001,White Irish,White,Set quit date,Male,0
2018/19,E06000005,E12000001,White and Asian,Mixed,Quit,Female,0
2018/19,E06000005,E12000001,White and Asian,Mixed,Quit,Male,0
2018/19,E06000005,E12000001,White and Asian,Mixed,Set quit date,Female,0
2018/19,E06000005,E12000001,White and Asian,Mixed,Set quit date,Male,0
2018/19,E06000005,E12000001,White and Black African,Mixed,Quit,Female,0
2018/19,E06000005,E12000001,White and Black African,Mixed,Quit,Male,0
2018/19,E06000005,E12000001,White and Black African,Mixed,Set quit date,Female,0
2018/19,E06000005,E12000001,White and Black African,Mixed,Set quit date,Male,0
2018/19,E06000005,E12000001,White and Black Caribbean,Mixed,Quit,Female,1
2018/19,E06000005,E12000001,White and Black Caribbean,Mixed,Quit,Male,0
2018/19,E06000005,E12000001,White and Black Caribbean,Mixed,Set quit date,Female,1
2018/19,E06000005,E12000001,White and Black Caribbean,Mixed,Set quit date,Male,0
2018/19,E06000006,E12000002,African,Black,Quit,Female,1
2018/19,E06000006,E12000002,African,Black,Quit,Male,0
2018/19,E06000006,E12000002,African,Black,Set quit date,Female,2
2018/19,E06000006,E12000002,African,Black,Set quit date,Male,1
2018/19,E06000006,E12000002,Any other Asian,Asian,Quit,Female,0
2018/19,E06000006,E12000002,Any other Asian,Asian,Quit,Male,0
2018/19,E06000006,E12000002,Any other Asian,Asian,Set quit date,Female,0
2018/19,E06000006,E12000002,Any other Asian,Asian,Set quit date,Male,0
2018/19,E06000006,E12000002,Any other Black,Black,Quit,Female,0
2018/19,E06000006,E12000002,Any other Black,Black,Quit,Male,0
2018/19,E06000006,E12000002,Any other Black,Black,Set quit date,Female,0
2018/19,E06000006,E12000002,Any other Black,Black,Set quit date,Male,0
2018/19,E06000006,E12000002,Any other White,White,Quit,Female,4
2018/19,E06000006,E12000002,Any other White,White,Quit,Male,5
2018/19,E06000006,E12000002,Any other White,White,Set quit date,Female,5
2018/19,E06000006,E12000002,Any other White,White,Set quit date,Male,5
2018/19,E06000006,E12000002,Any other ethnic,Any other ethnic,Quit,Female,0
2018/19,E06000006,E12000002,Any other ethnic,Any other ethnic,Quit,Male,0
2018/19,E06000006,E12000002,Any other ethnic,Any other ethnic,Set quit date,Female,0
2018/19,E06000006,E12000002,Any other ethnic,Any other ethnic,Set quit date,Male,2
2018/19,E06000006,E12000002,Any other mixed,Mixed,Quit,Female,0
2018/19,E06000006,E12000002,Any other mixed,Mixed,Quit,Male,1
2018/19,E06000006,E12000002,Any other mixed,Mixed,Set quit date,Female,0
2018/19,E06000006,E12000002,Any other mixed,Mixed,Set quit date,Male,1
2018/19,E06000006,E12000002,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000006,E12000002,Bangladeshi,Asian,Quit,Male,0
2018/19,E06000006,E12000002,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000006,E12000002,Bangladeshi,Asian,Set quit date,Male,1
2018/19,E06000006,E12000002,Caribbean,Black,Quit,Female,1
2018/19,E06000006,E12000002,Caribbean,Black,Quit,Male,1
2018/19,E06000006,E12000002,Caribbean,Black,Set quit date,Female,1
2018/19,E06000006,E12000002,Caribbean,Black,Set quit date,Male,2
2018/19,E06000006,E12000002,Chinese,Any other ethnic,Quit,Female,1
2018/19,E06000006,E12000002,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000006,E12000002,Chinese,Any other ethnic,Set quit date,Female,1
2018/19,E06000006,E12000002,Chinese,Any other ethnic,Set quit date,Male,0
2018/19,E06000006,E12000002,Indian,Asian,Quit,Female,0
2018/19,E06000006,E12000002,Indian,Asian,Quit,Male,2
2018/19,E06000006,E12000002,Indian,Asian,Set quit date,Female,0
2018/19,E06000006,E12000002,Indian,Asian,Set quit date,Male,2
2018/19,E06000006,E12000002,Not stated,Not stated,Quit,Female,0
2018/19,E06000006,E12000002,Not stated,Not stated,Quit,Male,5
2018/19,E06000006,E12000002,Not stated,Not stated,Set quit date,Female,1
2018/19,E06000006,E12000002,Not stated,Not stated,Set quit date,Male,7
2018/19,E06000006,E12000002,Pakistani,Asian,Quit,Female,0
2018/19,E06000006,E12000002,Pakistani,Asian,Quit,Male,0
2018/19,E06000006,E12000002,Pakistani,Asian,Set quit date,Female,0
2018/19,E06000006,E12000002,Pakistani,Asian,Set quit date,Male,0
2018/19,E06000006,E12000002,White British,White,Quit,Female,310
2018/19,E06000006,E12000002,White British,White,Quit,Male,232
2018/19,E06000006,E12000002,White British,White,Set quit date,Female,499
2018/19,E06000006,E12000002,White British,White,Set quit date,Male,380
2018/19,E06000006,E12000002,White Irish,White,Quit,Female,3
2018/19,E06000006,E12000002,White Irish,White,Quit,Male,1
2018/19,E06000006,E12000002,White Irish,White,Set quit date,Female,3
2018/19,E06000006,E12000002,White Irish,White,Set quit date,Male,3
2018/19,E06000006,E12000002,White and Asian,Mixed,Quit,Female,0
2018/19,E06000006,E12000002,White and Asian,Mixed,Quit,Male,0
