Time Period,OrgCode,ParentOrgCode,MonitoringCategory,EthnicGroup,QuitStatus,Sex,Total
2018/19,E06000024,E12000009,Not stated,Not stated,Set quit date,Female,9
2018/19,E06000024,E12000009,Not stated,Not stated,Set quit date,Male,6
2018/19,E06000024,E12000009,Pakistani,Asian,Quit,Female,0
2018/19,E06000024,E12000009,Pakistani,Asian,Quit,Male,0
2018/19,E06000024,E12000009,Pakistani,Asian,Set quit date,Female,0
2018/19,E06000024,E12000009,Pakistani,Asian,Set quit date,Male,0
2018/19,E06000024,E12000009,White British,White,Quit,Female,288
2018/19,E06000024,E12000009,White British,White,Quit,Male,306
2018/19,E06000024,E12000009,White British,White,Set quit date,Female,676
2018/19,E06000024,E12000009,White British,White,Set quit date,Male,595
2018/19,E06000024,E12000009,White Irish,White,Quit,Female,5
2018/19,E06000024,E12000009,White Irish,White,Quit,Male,6
2018/19,E06000024,E12000009,White Irish,White,Set quit date,Female,8
2018/19,E06000024,E12000009,White Irish,White,Set quit date,Male,12
2018/19,E06000024,E12000009,White and Asian,Mixed,Quit,Female,1
2018/19,E06000024,E12000009,White and Asian,Mixed,Quit,Male,0
2018/19,E06000024,E12000009,White and Asian,Mixed,Set quit date,Female,4
2018/19,E06000024,E12000009,White and Asian,Mixed,Set quit date,Male,0
2018/19,E06000024,E12000009,White and Black African,Mixed,Quit,Female,0
2018/19,E06000024,E12000009,White and Black African,Mixed,Quit,Male,0
2018/19,E06000024,E12000009,White and Black African,Mixed,Set quit date,Female,0
2018/19,E06000024,E12000009,White and Black African,Mixed,Set quit date,Male,0
2018/19,E06000024,E12000009,White and Black Caribbean,Mixed,Quit,Female,1
2018/19,E06000024,E12000009,White and Black Caribbean,Mixed,Quit,Male,1
2018/19,E06000024,E12000009,White and Black Caribbean,Mixed,Set quit date,Female,3
2018/19,E06000024,E12000009,White and Black Caribbean,Mixed,Set quit date,Male,5
2018/19,E06000025,E12000009,African,Black,Quit,Female,1
2018/19,E06000025,E12000009,African,Black,Quit,Male,0
2018/19,E06000025,E12000009,African,Black,Set quit date,Female,1
2018/19,E06000025,E12000009,African,Black,Set quit date,Male,0
2018/19,E06000025,E12000009,Any other Asian,Asian,Quit,Female,1
2018/19,E06000025,E12000009,Any other Asian,Asian,Quit,Male,1
2018/19,E06000025,E12000009,Any other Asian,Asian,Set quit date,Female,1
2018/19,E06000025,E12000009,Any other Asian,Asian,Set quit date,Male,2
2018/19,E06000025,E12000009,Any other Black,Black,Quit,Female,0
2018/19,E06000025,E12000009,Any other Black,Black,Quit,Male,0
2018/19,E06000025,E12000009,Any other Black,Black,Set quit date,Female,0
2018/19,E06000025,E12000009,Any other Black,Black,Set quit date,Male,1
2018/19,E06000025,E12000009,Any other White,White,Quit,Female,9
2018/19,E06000025,E12000009,Any other White,White,Quit,Male,7
2018/19,E06000025,E12000009,Any other White,White,Set quit date,Female,20
2018/19,E06000025,E12000009,Any other White,White,Set quit date,Male,22
2018/19,E06000025,E12000009,Any other ethnic,Any other ethnic,Quit,Female,0
2018/19,E06000025,E12000009,Any other ethnic,Any other ethnic,Quit,Male,0
2018/19,E06000025,E12000009,Any other ethnic,Any other ethnic,Set quit date,Female,0
2018/19,E06000025,E12000009,Any other ethnic,Any other ethnic,Set quit date,Male,2
2018/19,E06000025,E12000009,Any other mixed,Mixed,Quit,Female,0
2018/19,E06000025,E12000009,Any other mixed,Mixed,Quit,Male,0
2018/19,E06000025,E12000009,Any other mixed,Mixed,Set quit date,Female,1
2018/19,E06000025,E12000009,Any other mixed,Mixed,Set quit date,Male,0
2018/19,E06000025,E12000009,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000025,E12000009,Bangladeshi,Asian,Quit,Male,0
2018/19,E06000025,E12000009,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000025,E12000009,Bangladeshi,Asian,Set quit date,Male,0
2018/19,E06000025,E12000009,Caribbean,Black,Quit,Female,1
2018/19,E06000025,E12000009,Caribbean,Black,Quit,Male,0
2018/19,E06000025,E12000009,Caribbean,Black,Set quit date,Female,2
2018/19,E06000025,E12000009,Caribbean,Black,Set quit date,Male,1
2018/19,E06000025,E12000009,Chinese,Any other ethnic,Quit,Female,0
2018/19,E06000025,E12000009,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000025,E12000009,Chinese,Any other ethnic,Set quit date,Female,0
2018/19,E06000025,E12000009,Chinese,Any other ethnic,Set quit date,Male,1
2018/19,E06000025,E12000009,Indian,Asian,Quit,Female,0
2018/19,E06000025,E12000009,Indian,Asian,Quit,Male,1
2018/19,E06000025,E12000009,Indian,Asian,Set quit date,Female,1
2018/19,E06000025,E12000009,Indian,Asian,Set quit date,Male,1
2018/19,E06000025,E12000009,Not stated,Not stated,Quit,Female,16
2018/19,E06000025,E12000009,Not stated,Not stated,Quit,Male,14
2018/19,E06000025,E12000009,Not stated,Not stated,Set quit date,Female,61
2018/19,E06000025,E12000009,Not stated,Not stated,Set quit date,Male,47
2018/19,E06000025,E12000009,Pakistani,Asian,Quit,Female,0
2018/19,E06000025,E12000009,Pakistani,Asian,Quit,Male,0
2018/19,E06000025,E12000009,Pakistani,Asian,Set quit date,Female,0
2018/19,E06000025,E12000009,Pakistani,Asian,Set quit date,Male,0
2018/19,E06000025,E12000009,White British,White,Quit,Female,173
2018/19,E06000025,E12000009,White British,White,Quit,Male,121
2018/19,E06000025,E12000009,White British,White,Set quit date,Female,506
2018/19,E06000025,E12000009,White British,White,Set quit date,Male,431
2018/19,E06000025,E12000009,White Irish,White,Quit,Female,0
2018/19,E06000025,E12000009,White Irish,White,Quit,Male,1
2018/19,E06000025,E12000009,White Irish,White,Set quit date,Female,2
2018/19,E06000025,E12000009,White Irish,White,Set quit date,Male,1
2018/19,E06000025,E12000009,White and Asian,Mixed,Quit,Female,0
2018/19,E06000025,E12000009,White and Asian,Mixed,Quit,Male,0
2018/19,E06000025,E12000009,White and Asian,Mixed,Set quit date,Female,0
2018/19,E06000025,E12000009,White and Asian,Mixed,Set quit date,Male,0
2018/19,E06000025,E12000009,White and Black African,Mixed,Quit,Female,0
2018/19,E06000025,E12000009,White and Black African,Mixed,Quit,Male,0
2018/19,E06000025,E12000009,White and Black African,Mixed,Set quit date,Female,1
2018/19,E06000025,E12000009,White and Black African,Mixed,Set quit date,Male,0
2018/19,E06000025,E12000009,White and Black Caribbean,Mixed,Quit,Female,0
2018/19,E06000025,E12000009,White and Black Caribbean,Mixed,Quit,Male,0
2018/19,E06000025,E12000009,White and Black Caribbean,Mixed,Set quit date,Female,0
2018/19,E06000025,E12000009,White and Black Caribbean,Mixed,Set quit date,Male,1
2018/19,E06000026,E12000009,African,Black,Quit,Female,0
2018/19,E06000026,E12000009,African,Black,Quit,Male,0
2018/19,E06000026,E12000009,African,Black,Set quit date,Female,0
2018/19,E06000026,E12000009,African,Black,Set quit date,Male,0
2018/19,E06000026,E12000009,Any other Asian,Asian,Quit,Female,0
2018/19,E06000026,E12000009,Any other Asian,Asian,Quit,Male,2
2018/19,E06000026,E12000009,Any other Asian,Asian,Set quit date,Female,0
2018/19,E06000026,E12000009,Any other Asian,Asian,Set quit date,Male,4
2018/19,E06000026,E12000009,Any other Black,Black,Quit,Female,0
2018/19,E06000026,E12000009,Any other Black,Black,Quit,Male,0
2018/19,E06000026,E12000009,Any other Black,Black,Set quit date,Female,0
2018/19,E06000026,E12000009,Any other Black,Black,Set quit date,Male,0
2018/19,E06000026,E12000009,Any other White,White,Quit,Female,9
2018/19,E06000026,E12000009,Any other White,White,Quit,Male,16
2018/19,E06000026,E12000009,Any other White,White,Set quit date,Female,27
2018/19,E06000026,E12000009,Any other White,White,Set quit date,Male,31
2018/19,E06000026,E12000009,Any other ethnic,Any other ethnic,Quit,Female,0
2018/19,E06000026,E12000009,Any other ethnic,Any other ethnic,Quit,Male,0
2018/19,E06000026,E12000009,Any other ethnic,Any other ethnic,Set quit date,Female,1
2018/19,E06000026,E12000009,Any other ethnic,Any other ethnic,Set quit date,Male,0
2018/19,E06000026,E12000009,Any other mixed,Mixed,Quit,Female,1
2018/19,E06000026,E12000009,Any other mixed,Mixed,Quit,Male,1
2018/19,E06000026,E12000009,Any other mixed,Mixed,Set quit date,Female,1
2018/19,E06000026,E12000009,Any other mixed,Mixed,Set quit date,Male,4
2018/19,E06000026,E12000009,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000026,E12000009,Bangladeshi,Asian,Quit,Male,0
2018/19,E06000026,E12000009,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000026,E12000009,Bangladeshi,Asian,Set quit date,Male,0
2018/19,E06000026,E12000009,Caribbean,Black,Quit,Female,0
2018/19,E06000026,E12000009,Caribbean,Black,Quit,Male,1
2018/19,E06000026,E12000009,Caribbean,Black,Set quit date,Female,1
2018/19,E06000026,E12000009,Caribbean,Black,Set quit date,Male,1
2018/19,E06000026,E12000009,Chinese,Any other ethnic,Quit,Female,0
2018/19,E06000026,E12000009,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000026,E12000009,Chinese,Any other ethnic,Set quit date,Female,1
2018/19,E06000026,E12000009,Chinese,Any other ethnic,Set quit date,Male,0
2018/19,E06000026,E12000009,Indian,Asian,Quit,Female,0
2018/19,E06000026,E12000009,Indian,Asian,Quit,Male,0
2018/19,E06000026,E12000009,Indian,Asian,Set quit date,Female,1
2018/19,E06000026,E12000009,Indian,Asian,Set quit date,Male,0
2018/19,E06000026,E12000009,Not stated,Not stated,Quit,Female,22
2018/19,E06000026,E12000009,Not stated,Not stated,Quit,Male,37
2018/19,E06000026,E12000009,Not stated,Not stated,Set quit date,Female,62
2018/19,E06000026,E12000009,Not stated,Not stated,Set quit date,Male,69
2018/19,E06000026,E12000009,Pakistani,Asian,Quit,Female,0
2018/19,E06000026,E12000009,Pakistani,Asian,Quit,Male,0
2018/19,E06000026,E12000009,Pakistani,Asian,Set quit date,Female,0
2018/19,E06000026,E12000009,Pakistani,Asian,Set quit date,Male,0
2018/19,E06000026,E12000009,White British,White,Quit,Female,275
2018/19,E06000026,E12000009,White British,White,Quit,Male,275
2018/19,E06000026,E12000009,White British,White,Set quit date,Female,685
2018/19,E06000026,E12000009,White British,White,Set quit date,Male,606
2018/19,E06000026,E12000009,White Irish,White,Quit,Female,1
2018/19,E06000026,E12000009,White Irish,White,Quit,Male,0
2018/19,E06000026,E12000009,White Irish,White,Set quit date,Female,1
2018/19,E06000026,E12000009,White Irish,White,Set quit date,Male,4
2018/19,E06000026,E12000009,White and Asian,Mixed,Quit,Female,0
2018/19,E06000026,E12000009,White and Asian,Mixed,Quit,Male,0
2018/19,E06000026,E12000009,White and Asian,Mixed,Set quit date,Female,2
2018/19,E06000026,E12000009,White and Asian,Mixed,Set quit date,Male,0
2018/19,E06000026,E12000009,White and Black African,Mixed,Quit,Female,1
2018/19,E06000026,E12000009,White and Black African,Mixed,Quit,Male,0
2018/19,E06000026,E12000009,White and Black African,Mixed,Set quit date,Female,3
2018/19,E06000026,E12000009,White and Black African,Mixed,Set quit date,Male,0
2018/19,E06000026,E12000009,White and Black Caribbean,Mixed,Quit,Female,0
2018/19,E06000026,E12000009,White and Black Caribbean,Mixed,Quit,Male,0
2018/19,E06000026,E12000009,White and Black Caribbean,Mixed,Set quit date,Female,2
2018/19,E06000026,E12000009,White and Black Caribbean,Mixed,Set quit date,Male,0
2018/19,E06000027,E12000009,African,Black,Quit,Female,0
2018/19,E06000027,E12000009,African,Black,Quit,Male,0
2018/19,E06000027,E12000009,African,Black,Set quit date,Female,0
2018/19,E06000027,E12000009,African,Black,Set quit date,Male,0
2018/19,E06000027,E12000009,Any other Asian,Asian,Quit,Female,1
2018/19,E06000027,E12000009,Any other Asian,Asian,Quit,Male,1
2018/19,E06000027,E12000009,Any other Asian,Asian,Set quit date,Female,1
2018/19,E06000027,E12000009,Any other Asian,Asian,Set quit date,Male,2
2018/19,E06000027,E12000009,Any other Black,Black,Quit,Female,0
2018/19,E06000027,E12000009,Any other Black,Black,Quit,Male,0
2018/19,E06000027,E12000009,Any other Black,Black,Set quit date,Female,0
2018/19,E06000027,E12000009,Any other Black,Black,Set quit date,Male,0
2018/19,E06000027,E12000009,Any other White,White,Quit,Female,0
2018/19,E06000027,E12000009,Any other White,White,Quit,Male,1
2018/19,E06000027,E12000009,Any other White,White,Set quit date,Female,0
2018/19,E06000027,E12000009,Any other White,White,Set quit date,Male,1
2018/19,E06000027,E12000009,Any other ethnic,Any other ethnic,Quit,Female,1
2018/19,E06000027,E12000009,Any other ethnic,Any other ethnic,Quit,Male,1
2018/19,E06000027,E12000009,Any other ethnic,Any other ethnic,Set quit date,Female,1
2018/19,E06000027,E12000009,Any other ethnic,Any other ethnic,Set quit date,Male,1
2018/19,E06000027,E12000009,Any other mixed,Mixed,Quit,Female,0
2018/19,E06000027,E12000009,Any other mixed,Mixed,Quit,Male,0
2018/19,E06000027,E12000009,Any other mixed,Mixed,Set quit date,Female,1
2018/19,E06000027,E12000009,Any other mixed,Mixed,Set quit date,Male,0
2018/19,E06000027,E12000009,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000027,E12000009,Bangladeshi,Asian,Quit,Male,0
2018/19,E06000027,E12000009,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000027,E12000009,Bangladeshi,Asian,Set quit date,Male,0
2018/19,E06000027,E12000009,Caribbean,Black,Quit,Female,1
2018/19,E06000027,E12000009,Caribbean,Black,Quit,Male,0
2018/19,E06000027,E12000009,Caribbean,Black,Set quit date,Female,1
2018/19,E06000027,E12000009,Caribbean,Black,Set quit date,Male,1
2018/19,E06000027,E12000009,Chinese,Any other ethnic,Quit,Female,0
2018/19,E06000027,E12000009,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000027,E12000009,Chinese,Any other ethnic,Set quit date,Female,0
2018/19,E06000027,E12000009,Chinese,Any other ethnic,Set quit date,Male,0
2018/19,E06000027,E12000009,Indian,Asian,Quit,Female,0
2018/19,E06000027,E12000009,Indian,Asian,Quit,Male,0
2018/19,E06000027,E12000009,Indian,Asian,Set quit date,Female,0
2018/19,E06000027,E12000009,Indian,Asian,Set quit date,Male,0
2018/19,E06000027,E12000009,Not stated,Not stated,Quit,Female,34
2018/19,E06000027,E12000009,Not stated,Not stated,Quit,Male,36
2018/19,E06000027,E12000009,Not stated,Not stated,Set quit date,Female,80
2018/19,E06000027,E12000009,Not stated,Not stated,Set quit date,Male,62
2018/19,E06000027,E12000009,Pakistani,Asian,Quit,Female,0
2018/19,E06000027,E12000009,Pakistani,Asian,Quit,Male,2
2018/19,E06000027,E12000009,Pakistani,Asian,Set quit date,Female,0
2018/19,E06000027,E12000009,Pakistani,Asian,Set quit date,Male,2
2018/19,E06000027,E12000009,White British,White,Quit,Female,115
2018/19,E06000027,E12000009,White British,White,Quit,Male,107
2018/19,E06000027,E12000009,White British,White,Set quit date,Female,236
2018/19,E06000027,E12000009,White British,White,Set quit date,Male,195
2018/19,E06000027,E12000009,White Irish,White,Quit,Female,0
2018/19,E06000027,E12000009,White Irish,White,Quit,Male,0
2018/19,E06000027,E12000009,White Irish,White,Set quit date,Female,0
2018/19,E06000027,E12000009,White Irish,White,Set quit date,Male,0
2018/19,E06000027,E12000009,White and Asian,Mixed,Quit,Female,0
2018/19,E06000027,E12000009,White and Asian,Mixed,Quit,Male,0
2018/19,E06000027,E12000009,White and Asian,Mixed,Set quit date,Female,0
2018/19,E06000027,E12000009,White and Asian,Mixed,Set quit date,Male,1
2018/19,E06000027,E12000009,White and Black African,Mixed,Quit,Female,0
2018/19,E06000027,E12000009,White and Black African,Mixed,Quit,Male,0
2018/19,E06000027,E12000009,White and Black African,Mixed,Set quit date,Female,0
2018/19,E06000027,E12000009,White and Black African,Mixed,Set quit date,Male,1
2018/19,E06000027,E12000009,White and Black Caribbean,Mixed,Quit,Female,0
2018/19,E06000027,E12000009,White and Black Caribbean,Mixed,Quit,Male,0
2018/19,E06000027,E12000009,White and Black Caribbean,Mixed,Set quit date,Female,0
2018/19,E06000027,E12000009,White and Black Caribbean,Mixed,Set quit date,Male,0
2018/19,E06000028,E12000009,African,Black,Quit,Female,1
2018/19,E06000028,E12000009,African,Black,Quit,Male,0
2018/19,E06000028,E12000009,African,Black,Set quit date,Female,3
2018/19,E06000028,E12000009,African,Black,Set quit date,Male,0
2018/19,E06000028,E12000009,Any other Asian,Asian,Quit,Female,0
2018/19,E06000028,E12000009,Any other Asian,Asian,Quit,Male,0
2018/19,E06000028,E12000009,Any other Asian,Asian,Set quit date,Female,1
2018/19,E06000028,E12000009,Any other Asian,Asian,Set quit date,Male,2
2018/19,E06000028,E12000009,Any other Black,Black,Quit,Female,1
2018/19,E06000028,E12000009,Any other Black,Black,Quit,Male,1
2018/19,E06000028,E12000009,Any other Black,Black,Set quit date,Female,1
2018/19,E06000028,E12000009,Any other Black,Black,Set quit date,Male,1
2018/19,E06000028,E12000009,Any other White,White,Quit,Female,34
2018/19,E06000028,E12000009,Any other White,White,Quit,Male,14
2018/19,E06000028,E12000009,Any other White,White,Set quit date,Female,84
2018/19,E06000028,E12000009,Any other White,White,Set quit date,Male,17
2018/19,E06000028,E12000009,Any other ethnic,Any other ethnic,Quit,Female,1
2018/19,E06000028,E12000009,Any other ethnic,Any other ethnic,Quit,Male,0
2018/19,E06000028,E12000009,Any other ethnic,Any other ethnic,Set quit date,Female,5
2018/19,E06000028,E12000009,Any other ethnic,Any other ethnic,Set quit date,Male,2
2018/19,E06000028,E12000009,Any other mixed,Mixed,Quit,Female,0
2018/19,E06000028,E12000009,Any other mixed,Mixed,Quit,Male,0
2018/19,E06000028,E12000009,Any other mixed,Mixed,Set quit date,Female,1
2018/19,E06000028,E12000009,Any other mixed,Mixed,Set quit date,Male,0
2018/19,E06000028,E12000009,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000028,E12000009,Bangladeshi,Asian,Quit,Male,1
2018/19,E06000028,E12000009,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000028,E12000009,Bangladeshi,Asian,Set quit date,Male,1
2018/19,E06000028,E12000009,Caribbean,Black,Quit,Female,0
2018/19,E06000028,E12000009,Caribbean,Black,Quit,Male,0
2018/19,E06000028,E12000009,Caribbean,Black,Set quit date,Female,1
2018/19,E06000028,E12000009,Caribbean,Black,Set quit date,Male,0
2018/19,E06000028,E12000009,Chinese,Any other ethnic,Quit,Female,0
2018/19,E06000028,E12000009,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000028,E12000009,Chinese,Any other ethnic,Set quit date,Female,0
2018/19,E06000028,E12000009,Chinese,Any other ethnic,Set quit date,Male,0
2018/19,E06000028,E12000009,Indian,Asian,Quit,Female,0
2018/19,E06000028,E12000009,Indian,Asian,Quit,Male,1
2018/19,E06000028,E12000009,Indian,Asian,Set quit date,Female,1
2018/19,E06000028,E12000009,Indian,Asian,Set quit date,Male,3
2018/19,E06000028,E12000009,Not stated,Not stated,Quit,Female,20
2018/19,E06000028,E12000009,Not stated,Not stated,Quit,Male,9
2018/19,E06000028,E12000009,Not stated,Not stated,Set quit date,Female,52
2018/19,E06000028,E12000009,Not stated,Not stated,Set quit date,Male,13
2018/19,E06000028,E12000009,Pakistani,Asian,Quit,Female,1
2018/19,E06000028,E12000009,Pakistani,Asian,Quit,Male,0
2018/19,E06000028,E12000009,Pakistani,Asian,Set quit date,Female,1
2018/19,E06000028,E12000009,Pakistani,Asian,Set quit date,Male,0
2018/19,E06000028,E12000009,White British,White,Quit,Female,136
2018/19,E06000028,E12000009,White British,White,Quit,Male,128
2018/19,E06000028,E12000009,White British,White,Set quit date,Female,446
2018/19,E06000028,E12000009,White British,White,Set quit date,Male,266
2018/19,E06000028,E12000009,White Irish,White,Quit,Female,0
2018/19,E06000028,E12000009,White Irish,White,Quit,Male,0
2018/19,E06000028,E12000009,White Irish,White,Set quit date,Female,2
2018/19,E06000028,E12000009,White Irish,White,Set quit date,Male,4
2018/19,E06000028,E12000009,White and Asian,Mixed,Quit,Female,0
2018/19,E06000028,E12000009,White and Asian,Mixed,Quit,Male,0
2018/19,E06000028,E12000009,White and Asian,Mixed,Set quit date,Female,2
2018/19,E06000028,E12000009,White and Asian,Mixed,Set quit date,Male,2
2018/19,E06000028,E12000009,White and Black African,Mixed,Quit,Female,0
2018/19,E06000028,E12000009,White and Black African,Mixed,Quit,Male,0
2018/19,E06000028,E12000009,White and Black African,Mixed,Set quit date,Female,2
2018/19,E06000028,E12000009,White and Black African,Mixed,Set quit date,Male,0
2018/19,E06000028,E12000009,White and Black Caribbean,Mixed,Quit,Female,0
2018/19,E06000028,E12000009,White and Black Caribbean,Mixed,Quit,Male,2
2018/19,E06000028,E12000009,White and Black Caribbean,Mixed,Set quit date,Female,1
2018/19,E06000028,E12000009,White and Black Caribbean,Mixed,Set quit date,Male,3
2018/19,E06000029,E12000009,African,Black,Quit,Female,0
2018/19,E06000029,E12000009,African,Black,Quit,Male,0
2018/19,E06000029,E12000009,African,Black,Set quit date,Female,0
2018/19,E06000029,E12000009,African,Black,Set quit date,Male,0
2018/19,E06000029,E12000009,Any other Asian,Asian,Quit,Female,0
2018/19,E06000029,E12000009,Any other Asian,Asian,Quit,Male,0
2018/19,E06000029,E12000009,Any other Asian,Asian,Set quit date,Female,0
2018/19,E06000029,E12000009,Any other Asian,Asian,Set quit date,Male,0
2018/19,E06000029,E12000009,Any other Black,Black,Quit,Female,0
2018/19,E06000029,E12000009,Any other Black,Black,Quit,Male,0
2018/19,E06000029,E12000009,Any other Black,Black,Set quit date,Female,0
2018/19,E06000029,E12000009,Any other Black,Black,Set quit date,Male,0
2018/19,E06000029,E12000009,Any other White,White,Quit,Female,9
2018/19,E06000029,E12000009,Any other White,White,Quit,Male,5
2018/19,E06000029,E12000009,Any other White,White,Set quit date,Female,22
2018/19,E06000029,E12000009,Any other White,White,Set quit date,Male,8
2018/19,E06000029,E12000009,Any other ethnic,Any other ethnic,Quit,Female,0
2018/19,E06000029,E12000009,Any other ethnic,Any other ethnic,Quit,Male,0
2018/19,E06000029,E12000009,Any other ethnic,Any other ethnic,Set quit date,Female,1
2018/19,E06000029,E12000009,Any other ethnic,Any other ethnic,Set quit date,Male,0
2018/19,E06000029,E12000009,Any other mixed,Mixed,Quit,Female,1
2018/19,E06000029,E12000009,Any other mixed,Mixed,Quit,Male,0
2018/19,E06000029,E12000009,Any other mixed,Mixed,Set quit date,Female,2
2018/19,E06000029,E12000009,Any other mixed,Mixed,Set quit date,Male,0
2018/19,E06000029,E12000009,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000029,E12000009,Bangladeshi,Asian,Quit,Male,0
2018/19,E06000029,E12000009,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000029,E12000009,Bangladeshi,Asian,Set quit date,Male,0
2018/19,E06000029,E12000009,Caribbean,Black,Quit,Female,0
2018/19,E06000029,E12000009,Caribbean,Black,Quit,Male,0
2018/19,E06000029,E12000009,Caribbean,Black,Set quit date,Female,0
2018/19,E06000029,E12000009,Caribbean,Black,Set quit date,Male,0
2018/19,E06000029,E12000009,Chinese,Any other ethnic,Quit,Female,0
2018/19,E06000029,E12000009,Chinese,Any other ethnic,Quit,Male,0
2018/19,E06000029,E12000009,Chinese,Any other ethnic,Set quit date,Female,0
2018/19,E06000029,E12000009,Chinese,Any other ethnic,Set quit date,Male,0
2018/19,E06000029,E12000009,Indian,Asian,Quit,Female,0
2018/19,E06000029,E12000009,Indian,Asian,Quit,Male,0
2018/19,E06000029,E12000009,Indian,Asian,Set quit date,Female,0
2018/19,E06000029,E12000009,Indian,Asian,Set quit date,Male,0
2018/19,E06000029,E12000009,Not stated,Not stated,Quit,Female,1
2018/19,E06000029,E12000009,Not stated,Not stated,Quit,Male,2
2018/19,E06000029,E12000009,Not stated,Not stated,Set quit date,Female,2
2018/19,E06000029,E12000009,Not stated,Not stated,Set quit date,Male,9
2018/19,E06000029,E12000009,Pakistani,Asian,Quit,Female,0
2018/19,E06000029,E12000009,Pakistani,Asian,Quit,Male,0
2018/19,E06000029,E12000009,Pakistani,Asian,Set quit date,Female,0
2018/19,E06000029,E12000009,Pakistani,Asian,Set quit date,Male,0
2018/19,E06000029,E12000009,White British,White,Quit,Female,179
2018/19,E06000029,E12000009,White British,White,Quit,Male,84
2018/19,E06000029,E12000009,White British,White,Set quit date,Female,422
2018/19,E06000029,E12000009,White British,White,Set quit date,Male,139
2018/19,E06000029,E12000009,White Irish,White,Quit,Female,1
2018/19,E06000029,E12000009,White Irish,White,Quit,Male,1
2018/19,E06000029,E12000009,White Irish,White,Set quit date,Female,2
2018/19,E06000029,E12000009,White Irish,White,Set quit date,Male,3
2018/19,E06000029,E12000009,White and Asian,Mixed,Quit,Female,0
2018/19,E06000029,E12000009,White and Asian,Mixed,Quit,Male,0
2018/19,E06000029,E12000009,White and Asian,Mixed,Set quit date,Female,1
2018/19,E06000029,E12000009,White and Asian,Mixed,Set quit date,Male,0
2018/19,E06000029,E12000009,White and Black African,Mixed,Quit,Female,0
2018/19,E06000029,E12000009,White and Black African,Mixed,Quit,Male,0
2018/19,E06000029,E12000009,White and Black African,Mixed,Set quit date,Female,0
2018/19,E06000029,E12000009,White and Black African,Mixed,Set quit date,Male,0
2018/19,E06000029,E12000009,White and Black Caribbean,Mixed,Quit,Female,0
2018/19,E06000029,E12000009,White and Black Caribbean,Mixed,Quit,Male,0
2018/19,E06000029,E12000009,White and Black Caribbean,Mixed,Set quit date,Female,0
2018/19,E06000029,E12000009,White and Black Caribbean,Mixed,Set quit date,Male,0
2018/19,E06000030,E12000009,African,Black,Quit,Female,0
2018/19,E06000030,E12000009,African,Black,Quit,Male,2
2018/19,E06000030,E12000009,African,Black,Set quit date,Female,0
2018/19,E06000030,E12000009,African,Black,Set quit date,Male,4
2018/19,E06000030,E12000009,Any other Asian,Asian,Quit,Female,0
2018/19,E06000030,E12000009,Any other Asian,Asian,Quit,Male,1
2018/19,E06000030,E12000009,Any other Asian,Asian,Set quit date,Female,2
2018/19,E06000030,E12000009,Any other Asian,Asian,Set quit date,Male,3
2018/19,E06000030,E12000009,Any other Black,Black,Quit,Female,0
2018/19,E06000030,E12000009,Any other Black,Black,Quit,Male,1
2018/19,E06000030,E12000009,Any other Black,Black,Set quit date,Female,2
2018/19,E06000030,E12000009,Any other Black,Black,Set quit date,Male,3
2018/19,E06000030,E12000009,Any other White,White,Quit,Female,8
2018/19,E06000030,E12000009,Any other White,White,Quit,Male,17
2018/19,E06000030,E12000009,Any other White,White,Set quit date,Female,25
2018/19,E06000030,E12000009,Any other White,White,Set quit date,Male,44
2018/19,E06000030,E12000009,Any other ethnic,Any other ethnic,Quit,Female,0
2018/19,E06000030,E12000009,Any other ethnic,Any other ethnic,Quit,Male,2
2018/19,E06000030,E12000009,Any other ethnic,Any other ethnic,Set quit date,Female,1
2018/19,E06000030,E12000009,Any other ethnic,Any other ethnic,Set quit date,Male,6
2018/19,E06000030,E12000009,Any other mixed,Mixed,Quit,Female,1
2018/19,E06000030,E12000009,Any other mixed,Mixed,Quit,Male,0
2018/19,E06000030,E12000009,Any other mixed,Mixed,Set quit date,Female,1
2018/19,E06000030,E12000009,Any other mixed,Mixed,Set quit date,Male,1
2018/19,E06000030,E12000009,Bangladeshi,Asian,Quit,Female,0
2018/19,E06000030,E12000009,Bangladeshi,Asian,Quit,Male,0
2018/19,E06000030,E12000009,Bangladeshi,Asian,Set quit date,Female,0
2018/19,E06000030,E12000009,Bangladeshi,Asian,Set quit date,Male,3
2018/19,E06000030,E12000009,Caribbean,Black,Quit,Female,0
2018/19,E06000030,E12000009,Caribbean,Black,Quit,Male,0
2018/19,E06000030,E12000009,Caribbean,Black,Set quit date,Female,2
