Time period,OrgCode,ParentOrgCode,Quarter,QuitStatus,Total
2018/19,E06000032,E12000006,2,Set quit date,220
2018/19,E06000032,E12000006,3,Not known,72
2018/19,E06000032,E12000006,3,Not quit,78
2018/19,E06000032,E12000006,3,Quit,118
2018/19,E06000032,E12000006,3,Quit CO,81
2018/19,E06000032,E12000006,3,Set quit date,268
2018/19,E06000032,E12000006,4,Not known,52
2018/19,E06000032,E12000006,4,Not quit,102
2018/19,E06000032,E12000006,4,Quit,156
2018/19,E06000032,E12000006,4,Quit CO,116
2018/19,E06000032,E12000006,4,Set quit date,310
2018/19,E06000033,E12000006,1,Not known,65
2018/19,E06000033,E12000006,1,Not quit,196
2018/19,E06000033,E12000006,1,Quit,166
2018/19,E06000033,E12000006,1,Quit CO,97
2018/19,E06000033,E12000006,1,Set quit date,427
2018/19,E06000033,E12000006,2,Not known,43
2018/19,E06000033,E12000006,2,Not quit,180
2018/19,E06000033,E12000006,2,Quit,181
2018/19,E06000033,E12000006,2,Quit CO,105
2018/19,E06000033,E12000006,2,Set quit date,404
2018/19,E06000033,E12000006,3,Not known,48
2018/19,E06000033,E12000006,3,Not quit,177
2018/19,E06000033,E12000006,3,Quit,201
2018/19,E06000033,E12000006,3,Quit CO,121
2018/19,E06000033,E12000006,3,Set quit date,426
2018/19,E06000033,E12000006,4,Not known,66
2018/19,E06000033,E12000006,4,Not quit,210
2018/19,E06000033,E12000006,4,Quit,248
2018/19,E06000033,E12000006,4,Quit CO,148
2018/19,E06000033,E12000006,4,Set quit date,524
2018/19,E06000034,E12000006,1,Not known,46
2018/19,E06000034,E12000006,1,Not quit,75
2018/19,E06000034,E12000006,1,Quit,105
2018/19,E06000034,E12000006,1,Quit CO,74
2018/19,E06000034,E12000006,1,Set quit date,226
2018/19,E06000034,E12000006,2,Not known,27
2018/19,E06000034,E12000006,2,Not quit,84
2018/19,E06000034,E12000006,2,Quit,115
2018/19,E06000034,E12000006,2,Quit CO,95
2018/19,E06000034,E12000006,2,Set quit date,226
2018/19,E06000034,E12000006,3,Not known,17
2018/19,E06000034,E12000006,3,Not quit,89
2018/19,E06000034,E12000006,3,Quit,129
2018/19,E06000034,E12000006,3,Quit CO,95
2018/19,E06000034,E12000006,3,Set quit date,235
2018/19,E06000034,E12000006,4,Not known,45
2018/19,E06000034,E12000006,4,Not quit,109
2018/19,E06000034,E12000006,4,Quit,179
2018/19,E06000034,E12000006,4,Quit CO,143
2018/19,E06000034,E12000006,4,Set quit date,333
2018/19,E06000035,E12000008,1,Not known,135
2018/19,E06000035,E12000008,1,Not quit,161
2018/19,E06000035,E12000008,1,Quit,365
2018/19,E06000035,E12000008,1,Quit CO,279
2018/19,E06000035,E12000008,1,Set quit date,661
2018/19,E06000035,E12000008,2,Not known,142
2018/19,E06000035,E12000008,2,Not quit,181
2018/19,E06000035,E12000008,2,Quit,419
2018/19,E06000035,E12000008,2,Quit CO,335
2018/19,E06000035,E12000008,2,Set quit date,742
2018/19,E06000035,E12000008,3,Not known,140
2018/19,E06000035,E12000008,3,Not quit,144
2018/19,E06000035,E12000008,3,Quit,350
2018/19,E06000035,E12000008,3,Quit CO,271
2018/19,E06000035,E12000008,3,Set quit date,634
2018/19,E06000035,E12000008,4,Not known,249
2018/19,E06000035,E12000008,4,Not quit,126
2018/19,E06000035,E12000008,4,Quit,294
2018/19,E06000035,E12000008,4,Quit CO,217
2018/19,E06000035,E12000008,4,Set quit date,669
2018/19,E06000037,E12000008,1,Not known,14
2018/19,E06000037,E12000008,1,Not quit,32
2018/19,E06000037,E12000008,1,Quit,79
2018/19,E06000037,E12000008,1,Quit CO,59
2018/19,E06000037,E12000008,1,Set quit date,125
2018/19,E06000037,E12000008,2,Not known,9
2018/19,E06000037,E12000008,2,Not quit,53
2018/19,E06000037,E12000008,2,Quit,124
2018/19,E06000037,E12000008,2,Quit CO,85
2018/19,E06000037,E12000008,2,Set quit date,186
2018/19,E06000037,E12000008,3,Not known,8
2018/19,E06000037,E12000008,3,Not quit,47
2018/19,E06000037,E12000008,3,Quit,169
2018/19,E06000037,E12000008,3,Quit CO,136
2018/19,E06000037,E12000008,3,Set quit date,224
2018/19,E06000037,E12000008,4,Not known,3
2018/19,E06000037,E12000008,4,Not quit,75
2018/19,E06000037,E12000008,4,Quit,131
2018/19,E06000037,E12000008,4,Quit CO,117
2018/19,E06000037,E12000008,4,Set quit date,209
2018/19,E06000038,E12000008,1,Not known,33
2018/19,E06000038,E12000008,1,Not quit,80
2018/19,E06000038,E12000008,1,Quit,159
2018/19,E06000038,E12000008,1,Quit CO,107
2018/19,E06000038,E12000008,1,Set quit date,272
2018/19,E06000038,E12000008,2,Not known,17
2018/19,E06000038,E12000008,2,Not quit,64
2018/19,E06000038,E12000008,2,Quit,156
2018/19,E06000038,E12000008,2,Quit CO,95
2018/19,E06000038,E12000008,2,Set quit date,237
2018/19,E06000038,E12000008,3,Not known,15
2018/19,E06000038,E12000008,3,Not quit,62
2018/19,E06000038,E12000008,3,Quit,193
2018/19,E06000038,E12000008,3,Quit CO,150
2018/19,E06000038,E12000008,3,Set quit date,270
2018/19,E06000038,E12000008,4,Not known,8
2018/19,E06000038,E12000008,4,Not quit,87
2018/19,E06000038,E12000008,4,Quit,188
2018/19,E06000038,E12000008,4,Quit CO,160
2018/19,E06000038,E12000008,4,Set quit date,283
2018/19,E06000039,E12000008,1,Not known,44
2018/19,E06000039,E12000008,1,Not quit,25
2018/19,E06000039,E12000008,1,Quit,168
2018/19,E06000039,E12000008,1,Quit CO,124
2018/19,E06000039,E12000008,1,Set quit date,237
2018/19,E06000039,E12000008,2,Not known,60
2018/19,E06000039,E12000008,2,Not quit,44
2018/19,E06000039,E12000008,2,Quit,232
2018/19,E06000039,E12000008,2,Quit CO,183
2018/19,E06000039,E12000008,2,Set quit date,336
2018/19,E06000039,E12000008,3,Not known,67
2018/19,E06000039,E12000008,3,Not quit,158
2018/19,E06000039,E12000008,3,Quit,375
2018/19,E06000039,E12000008,3,Quit CO,247
2018/19,E06000039,E12000008,3,Set quit date,600
2018/19,E06000039,E12000008,4,Not known,16
2018/19,E06000039,E12000008,4,Not quit,89
2018/19,E06000039,E12000008,4,Quit,227
2018/19,E06000039,E12000008,4,Quit CO,194
2018/19,E06000039,E12000008,4,Set quit date,332
2018/19,E06000040,E12000008,1,Not known,8
2018/19,E06000040,E12000008,1,Not quit,25
2018/19,E06000040,E12000008,1,Quit,44
2018/19,E06000040,E12000008,1,Quit CO,33
2018/19,E06000040,E12000008,1,Set quit date,77
2018/19,E06000040,E12000008,2,Not known,5
2018/19,E06000040,E12000008,2,Not quit,23
2018/19,E06000040,E12000008,2,Quit,31
2018/19,E06000040,E12000008,2,Quit CO,26
2018/19,E06000040,E12000008,2,Set quit date,59
2018/19,E06000040,E12000008,3,Not known,8
2018/19,E06000040,E12000008,3,Not quit,12
2018/19,E06000040,E12000008,3,Quit,35
2018/19,E06000040,E12000008,3,Quit CO,22
2018/19,E06000040,E12000008,3,Set quit date,55
2018/19,E06000040,E12000008,4,Not known,2
2018/19,E06000040,E12000008,4,Not quit,3
2018/19,E06000040,E12000008,4,Quit,10
2018/19,E06000040,E12000008,4,Quit CO,7
2018/19,E06000040,E12000008,4,Set quit date,15
2018/19,E06000041,E12000008,1,Not known,8
2018/19,E06000041,E12000008,1,Not quit,24
2018/19,E06000041,E12000008,1,Quit,82
2018/19,E06000041,E12000008,1,Quit CO,53
2018/19,E06000041,E12000008,1,Set quit date,114
2018/19,E06000041,E12000008,2,Not known,5
2018/19,E06000041,E12000008,2,Not quit,17
2018/19,E06000041,E12000008,2,Quit,74
2018/19,E06000041,E12000008,2,Quit CO,55
2018/19,E06000041,E12000008,2,Set quit date,96
2018/19,E06000041,E12000008,3,Not known,5
2018/19,E06000041,E12000008,3,Not quit,27
2018/19,E06000041,E12000008,3,Quit,96
2018/19,E06000041,E12000008,3,Quit CO,75
2018/19,E06000041,E12000008,3,Set quit date,128
2018/19,E06000041,E12000008,4,Not known,6
2018/19,E06000041,E12000008,4,Not quit,38
2018/19,E06000041,E12000008,4,Quit,74
2018/19,E06000041,E12000008,4,Quit CO,72
2018/19,E06000041,E12000008,4,Set quit date,118
2018/19,E06000042,E12000008,1,Not known,10
2018/19,E06000042,E12000008,1,Not quit,221
2018/19,E06000042,E12000008,1,Quit,270
2018/19,E06000042,E12000008,1,Quit CO,208
2018/19,E06000042,E12000008,1,Set quit date,501
2018/19,E06000042,E12000008,2,Not known,29
2018/19,E06000042,E12000008,2,Not quit,203
2018/19,E06000042,E12000008,2,Quit,286
2018/19,E06000042,E12000008,2,Quit CO,204
2018/19,E06000042,E12000008,2,Set quit date,518
2018/19,E06000042,E12000008,3,Not known,64
2018/19,E06000042,E12000008,3,Not quit,152
2018/19,E06000042,E12000008,3,Quit,250
2018/19,E06000042,E12000008,3,Quit CO,189
2018/19,E06000042,E12000008,3,Set quit date,466
2018/19,E06000042,E12000008,4,Not known,72
2018/19,E06000042,E12000008,4,Not quit,204
2018/19,E06000042,E12000008,4,Quit,308
2018/19,E06000042,E12000008,4,Quit CO,224
2018/19,E06000042,E12000008,4,Set quit date,584
2018/19,E06000043,E12000008,1,Not known,216
2018/19,E06000043,E12000008,1,Not quit,117
2018/19,E06000043,E12000008,1,Quit,202
2018/19,E06000043,E12000008,1,Quit CO,176
2018/19,E06000043,E12000008,1,Set quit date,535
2018/19,E06000043,E12000008,2,Not known,201
2018/19,E06000043,E12000008,2,Not quit,116
2018/19,E06000043,E12000008,2,Quit,200
2018/19,E06000043,E12000008,2,Quit CO,165
2018/19,E06000043,E12000008,2,Set quit date,517
2018/19,E06000043,E12000008,3,Not known,178
2018/19,E06000043,E12000008,3,Not quit,130
2018/19,E06000043,E12000008,3,Quit,196
2018/19,E06000043,E12000008,3,Quit CO,162
2018/19,E06000043,E12000008,3,Set quit date,504
2018/19,E06000043,E12000008,4,Not known,161
2018/19,E06000043,E12000008,4,Not quit,115
2018/19,E06000043,E12000008,4,Quit,181
2018/19,E06000043,E12000008,4,Quit CO,153
2018/19,E06000043,E12000008,4,Set quit date,457
2018/19,E06000044,E12000008,1,Not known,51
2018/19,E06000044,E12000008,1,Not quit,51
2018/19,E06000044,E12000008,1,Quit,107
2018/19,E06000044,E12000008,1,Quit CO,64
2018/19,E06000044,E12000008,1,Set quit date,209
2018/19,E06000044,E12000008,2,Not known,88
2018/19,E06000044,E12000008,2,Not quit,42
2018/19,E06000044,E12000008,2,Quit,118
2018/19,E06000044,E12000008,2,Quit CO,95
2018/19,E06000044,E12000008,2,Set quit date,248
2018/19,E06000044,E12000008,3,Not known,66
2018/19,E06000044,E12000008,3,Not quit,55
2018/19,E06000044,E12000008,3,Quit,158
2018/19,E06000044,E12000008,3,Quit CO,124
2018/19,E06000044,E12000008,3,Set quit date,279
2018/19,E06000044,E12000008,4,Not known,75
2018/19,E06000044,E12000008,4,Not quit,73
2018/19,E06000044,E12000008,4,Quit,207
2018/19,E06000044,E12000008,4,Quit CO,163
2018/19,E06000044,E12000008,4,Set quit date,355
2018/19,E06000045,E12000008,1,Not known,124
2018/19,E06000045,E12000008,1,Not quit,15
2018/19,E06000045,E12000008,1,Quit,133
2018/19,E06000045,E12000008,1,Quit CO,57
2018/19,E06000045,E12000008,1,Set quit date,272
2018/19,E06000045,E12000008,2,Not known,112
2018/19,E06000045,E12000008,2,Not quit,8
2018/19,E06000045,E12000008,2,Quit,87
2018/19,E06000045,E12000008,2,Quit CO,34
2018/19,E06000045,E12000008,2,Set quit date,207
2018/19,E06000045,E12000008,3,Not known,86
2018/19,E06000045,E12000008,3,Not quit,7
2018/19,E06000045,E12000008,3,Quit,121
2018/19,E06000045,E12000008,3,Quit CO,66
2018/19,E06000045,E12000008,3,Set quit date,214
2018/19,E06000045,E12000008,4,Not known,80
2018/19,E06000045,E12000008,4,Not quit,11
2018/19,E06000045,E12000008,4,Quit,102
2018/19,E06000045,E12000008,4,Quit CO,56
2018/19,E06000045,E12000008,4,Set quit date,193
2018/19,E06000046,E12000008,1,Not known,0
2018/19,E06000046,E12000008,1,Not quit,0
2018/19,E06000046,E12000008,1,Quit,0
2018/19,E06000046,E12000008,1,Quit CO,0
2018/19,E06000046,E12000008,1,Set quit date,0
2018/19,E06000046,E12000008,2,Not known,0
2018/19,E06000046,E12000008,2,Not quit,0
2018/19,E06000046,E12000008,2,Quit,0
2018/19,E06000046,E12000008,2,Quit CO,0
2018/19,E06000046,E12000008,2,Set quit date,0
2018/19,E06000046,E12000008,3,Not known,0
2018/19,E06000046,E12000008,3,Not quit,0
2018/19,E06000046,E12000008,3,Quit,0
2018/19,E06000046,E12000008,3,Quit CO,0
2018/19,E06000046,E12000008,3,Set quit date,0
2018/19,E06000046,E12000008,4,Not known,0
2018/19,E06000046,E12000008,4,Not quit,33
2018/19,E06000046,E12000008,4,Quit,19
2018/19,E06000046,E12000008,4,Quit CO,19
2018/19,E06000046,E12000008,4,Set quit date,52
2018/19,E06000047,E12000001,1,Not known,211
2018/19,E06000047,E12000001,1,Not quit,123
2018/19,E06000047,E12000001,1,Quit,556
2018/19,E06000047,E12000001,1,Quit CO,480
2018/19,E06000047,E12000001,1,Set quit date,890
2018/19,E06000047,E12000001,2,Not known,194
2018/19,E06000047,E12000001,2,Not quit,95
2018/19,E06000047,E12000001,2,Quit,548
2018/19,E06000047,E12000001,2,Quit CO,466
2018/19,E06000047,E12000001,2,Set quit date,837
2018/19,E06000047,E12000001,3,Not known,163
2018/19,E06000047,E12000001,3,Not quit,139
2018/19,E06000047,E12000001,3,Quit,538
2018/19,E06000047,E12000001,3,Quit CO,463
2018/19,E06000047,E12000001,3,Set quit date,840
2018/19,E06000047,E12000001,4,Not known,268
2018/19,E06000047,E12000001,4,Not quit,136
2018/19,E06000047,E12000001,4,Quit,671
2018/19,E06000047,E12000001,4,Quit CO,579
2018/19,E06000047,E12000001,4,Set quit date,1075
2018/19,E06000049,E12000002,1,Not known,202
2018/19,E06000049,E12000002,1,Not quit,16
2018/19,E06000049,E12000002,1,Quit,54
2018/19,E06000049,E12000002,1,Quit CO,40
2018/19,E06000049,E12000002,1,Set quit date,272
2018/19,E06000049,E12000002,2,Not known,146
2018/19,E06000049,E12000002,2,Not quit,34
2018/19,E06000049,E12000002,2,Quit,93
2018/19,E06000049,E12000002,2,Quit CO,75
2018/19,E06000049,E12000002,2,Set quit date,273
2018/19,E06000049,E12000002,3,Not known,122
2018/19,E06000049,E12000002,3,Not quit,34
2018/19,E06000049,E12000002,3,Quit,77
2018/19,E06000049,E12000002,3,Quit CO,65
2018/19,E06000049,E12000002,3,Set quit date,233
2018/19,E06000049,E12000002,4,Not known,201
2018/19,E06000049,E12000002,4,Not quit,38
2018/19,E06000049,E12000002,4,Quit,92
2018/19,E06000049,E12000002,4,Quit CO,66
2018/19,E06000049,E12000002,4,Set quit date,331
2018/19,E06000050,E12000002,1,Not known,50
2018/19,E06000050,E12000002,1,Not quit,65
2018/19,E06000050,E12000002,1,Quit,126
2018/19,E06000050,E12000002,1,Quit CO,76
2018/19,E06000050,E12000002,1,Set quit date,241
2018/19,E06000051,E12000005,1,Not known,10
2018/19,E06000051,E12000005,1,Not quit,177
2018/19,E06000051,E12000005,1,Quit,192
2018/19,E06000051,E12000005,1,Quit CO,137
2018/19,E06000051,E12000005,1,Set quit date,379
2018/19,E06000051,E12000005,2,Not known,11
2018/19,E06000051,E12000005,2,Not quit,196
2018/19,E06000051,E12000005,2,Quit,139
2018/19,E06000051,E12000005,2,Quit CO,93
2018/19,E06000051,E12000005,2,Set quit date,346
2018/19,E06000051,E12000005,3,Not known,16
2018/19,E06000051,E12000005,3,Not quit,164
2018/19,E06000051,E12000005,3,Quit,136
2018/19,E06000051,E12000005,3,Quit CO,116
2018/19,E06000051,E12000005,3,Set quit date,316
2018/19,E06000051,E12000005,4,Not known,16
2018/19,E06000051,E12000005,4,Not quit,192
2018/19,E06000051,E12000005,4,Quit,184
2018/19,E06000051,E12000005,4,Quit CO,140
2018/19,E06000051,E12000005,4,Set quit date,392
2018/19,E06000052,E12000009,1,Not known,324
2018/19,E06000052,E12000009,1,Not quit,356
2018/19,E06000052,E12000009,1,Quit,525
2018/19,E06000052,E12000009,1,Quit CO,274
2018/19,E06000052,E12000009,1,Set quit date,1205
2018/19,E06000052,E12000009,2,Not known,231
2018/19,E06000052,E12000009,2,Not quit,274
2018/19,E06000052,E12000009,2,Quit,547
2018/19,E06000052,E12000009,2,Quit CO,267
2018/19,E06000052,E12000009,2,Set quit date,1052
2018/19,E06000052,E12000009,3,Not known,269
2018/19,E06000052,E12000009,3,Not quit,270
2018/19,E06000052,E12000009,3,Quit,503
2018/19,E06000052,E12000009,3,Quit CO,244
2018/19,E06000052,E12000009,3,Set quit date,1042
2018/19,E06000052,E12000009,4,Not known,238
2018/19,E06000052,E12000009,4,Not quit,242
2018/19,E06000052,E12000009,4,Quit,543
2018/19,E06000052,E12000009,4,Quit CO,284
2018/19,E06000052,E12000009,4,Set quit date,1023
2018/19,E06000053,E12000009,1,Not known,0
2018/19,E06000053,E12000009,1,Not quit,4
2018/19,E06000053,E12000009,1,Quit,0
2018/19,E06000053,E12000009,1,Quit CO,0
2018/19,E06000053,E12000009,1,Set quit date,4
2018/19,E06000053,E12000009,2,Not known,2
2018/19,E06000053,E12000009,2,Not quit,0
2018/19,E06000053,E12000009,2,Quit,2
2018/19,E06000053,E12000009,2,Quit CO,0
2018/19,E06000053,E12000009,2,Set quit date,4
2018/19,E06000053,E12000009,3,Not known,1
2018/19,E06000053,E12000009,3,Not quit,4
2018/19,E06000053,E12000009,3,Quit,3
2018/19,E06000053,E12000009,3,Quit CO,2
2018/19,E06000053,E12000009,3,Set quit date,8
2018/19,E06000053,E12000009,4,Not known,5
2018/19,E06000053,E12000009,4,Not quit,1
2018/19,E06000053,E12000009,4,Quit,6
2018/19,E06000053,E12000009,4,Quit CO,6
2018/19,E06000053,E12000009,4,Set quit date,12
2018/19,E06000054,E12000009,1,Not known,97
2018/19,E06000054,E12000009,1,Not quit,93
2018/19,E06000054,E12000009,1,Quit,240
2018/19,E06000054,E12000009,1,Quit CO,207
2018/19,E06000054,E12000009,1,Set quit date,430
2018/19,E06000054,E12000009,2,Not known,79
2018/19,E06000054,E12000009,2,Not quit,121
2018/19,E06000054,E12000009,2,Quit,220
2018/19,E06000054,E12000009,2,Quit CO,185
2018/19,E06000054,E12000009,2,Set quit date,420
2018/19,E06000054,E12000009,3,Not known,59
2018/19,E06000054,E12000009,3,Not quit,109
2018/19,E06000054,E12000009,3,Quit,210
2018/19,E06000054,E12000009,3,Quit CO,187
2018/19,E06000054,E12000009,3,Set quit date,378
2018/19,E06000054,E12000009,4,Not known,134
2018/19,E06000054,E12000009,4,Not quit,133
2018/19,E06000054,E12000009,4,Quit,286
2018/19,E06000054,E12000009,4,Quit CO,255
2018/19,E06000054,E12000009,4,Set quit date,553
2018/19,E06000055,E12000006,1,Not known,8
2018/19,E06000055,E12000006,1,Not quit,86
2018/19,E06000055,E12000006,1,Quit,140
2018/19,E06000055,E12000006,1,Quit CO,75
2018/19,E06000055,E12000006,1,Set quit date,234
2018/19,E06000055,E12000006,2,Not known,13
2018/19,E06000055,E12000006,2,Not quit,85
2018/19,E06000055,E12000006,2,Quit,144
2018/19,E06000055,E12000006,2,Quit CO,67
2018/19,E06000055,E12000006,2,Set quit date,242
2018/19,E06000055,E12000006,3,Not known,32
2018/19,E06000055,E12000006,3,Not quit,61
2018/19,E06000055,E12000006,3,Quit,117
2018/19,E06000055,E12000006,3,Quit CO,56
2018/19,E06000055,E12000006,3,Set quit date,210
2018/19,E06000055,E12000006,4,Not known,35
2018/19,E06000055,E12000006,4,Not quit,57
2018/19,E06000055,E12000006,4,Quit,115
2018/19,E06000055,E12000006,4,Quit CO,40
2018/19,E06000055,E12000006,4,Set quit date,207
2018/19,E06000056,E12000006,1,Not known,4
2018/19,E06000056,E12000006,1,Not quit,127
2018/19,E06000056,E12000006,1,Quit,231
2018/19,E06000056,E12000006,1,Quit CO,117
2018/19,E06000056,E12000006,1,Set quit date,362
2018/19,E06000056,E12000006,2,Not known,12
2018/19,E06000056,E12000006,2,Not quit,133
2018/19,E06000056,E12000006,2,Quit,184
2018/19,E06000056,E12000006,2,Quit CO,84
2018/19,E06000056,E12000006,2,Set quit date,329
2018/19,E06000056,E12000006,3,Not known,26
2018/19,E06000056,E12000006,3,Not quit,109
2018/19,E06000056,E12000006,3,Quit,204
2018/19,E06000056,E12000006,3,Quit CO,88
2018/19,E06000056,E12000006,3,Set quit date,339
2018/19,E06000056,E12000006,4,Not known,45
2018/19,E06000056,E12000006,4,Not quit,102
2018/19,E06000056,E12000006,4,Quit,183
2018/19,E06000056,E12000006,4,Quit CO,100
2018/19,E06000056,E12000006,4,Set quit date,330
2018/19,E06000057,E12000001,1,Not known,187
2018/19,E06000057,E12000001,1,Not quit,124
2018/19,E06000057,E12000001,1,Quit,198
2018/19,E06000057,E12000001,1,Quit CO,167
2018/19,E06000057,E12000001,1,Set quit date,509
2018/19,E06000057,E12000001,2,Not known,174
2018/19,E06000057,E12000001,2,Not quit,130
2018/19,E06000057,E12000001,2,Quit,230
2018/19,E06000057,E12000001,2,Quit CO,210
2018/19,E06000057,E12000001,2,Set quit date,534
2018/19,E06000057,E12000001,3,Not known,160
2018/19,E06000057,E12000001,3,Not quit,74
2018/19,E06000057,E12000001,3,Quit,202
2018/19,E06000057,E12000001,3,Quit CO,181
2018/19,E06000057,E12000001,3,Set quit date,436
2018/19,E06000057,E12000001,4,Not known,182
2018/19,E06000057,E12000001,4,Not quit,97
2018/19,E06000057,E12000001,4,Quit,238
2018/19,E06000057,E12000001,4,Quit CO,218
2018/19,E06000057,E12000001,4,Set quit date,517
2018/19,E08000002,E12000002,1,Not known,72
2018/19,E08000002,E12000002,1,Not quit,50
2018/19,E08000002,E12000002,1,Quit,70
2018/19,E08000002,E12000002,1,Quit CO,58
2018/19,E08000002,E12000002,1,Set quit date,192
2018/19,E08000002,E12000002,2,Not known,78
2018/19,E08000002,E12000002,2,Not quit,46
2018/19,E08000002,E12000002,2,Quit,87
2018/19,E08000002,E12000002,2,Quit CO,77
2018/19,E08000002,E12000002,2,Set quit date,211
2018/19,E08000002,E12000002,3,Not known,74
2018/19,E08000002,E12000002,3,Not quit,50
2018/19,E08000002,E12000002,3,Quit,117
2018/19,E08000002,E12000002,3,Quit CO,94
2018/19,E08000002,E12000002,3,Set quit date,241
2018/19,E08000002,E12000002,4,Not known,71
2018/19,E08000002,E12000002,4,Not quit,54
2018/19,E08000002,E12000002,4,Quit,56
2018/19,E08000002,E12000002,4,Quit CO,49
2018/19,E08000002,E12000002,4,Set quit date,181
2018/19,E08000004,E12000002,1,Not known,8
2018/19,E08000004,E12000002,1,Not quit,160
2018/19,E08000004,E12000002,1,Quit,140
2018/19,E08000004,E12000002,1,Quit CO,70
2018/19,E08000004,E12000002,1,Set quit date,308
2018/19,E08000004,E12000002,2,Not known,13
2018/19,E08000004,E12000002,2,Not quit,166
2018/19,E08000004,E12000002,2,Quit,134
2018/19,E08000004,E12000002,2,Quit CO,77
2018/19,E08000004,E12000002,2,Set quit date,313
2018/19,E08000004,E12000002,3,Not known,9
2018/19,E08000004,E12000002,3,Not quit,161
2018/19,E08000004,E12000002,3,Quit,141
2018/19,E08000004,E12000002,3,Quit CO,55
2018/19,E08000004,E12000002,3,Set quit date,311
2018/19,E08000004,E12000002,4,Not known,17
2018/19,E08000004,E12000002,4,Not quit,155
2018/19,E08000004,E12000002,4,Quit,157
2018/19,E08000004,E12000002,4,Quit CO,90
2018/19,E08000004,E12000002,4,Set quit date,329
2018/19,E08000005,E12000002,1,Not known,28
2018/19,E08000005,E12000002,1,Not quit,26
2018/19,E08000005,E12000002,1,Quit,109
2018/19,E08000005,E12000002,1,Quit CO,83
2018/19,E08000005,E12000002,1,Set quit date,163
2018/19,E08000005,E12000002,2,Not known,42
2018/19,E08000005,E12000002,2,Not quit,14
2018/19,E08000005,E12000002,2,Quit,134
2018/19,E08000005,E12000002,2,Quit CO,106
2018/19,E08000005,E12000002,2,Set quit date,190
2018/19,E08000005,E12000002,3,Not known,30
2018/19,E08000005,E12000002,3,Not quit,28
2018/19,E08000005,E12000002,3,Quit,135
2018/19,E08000005,E12000002,3,Quit CO,65
2018/19,E08000005,E12000002,3,Set quit date,193
2018/19,E08000005,E12000002,4,Not known,51
2018/19,E08000005,E12000002,4,Not quit,38
2018/19,E08000005,E12000002,4,Quit,145
2018/19,E08000005,E12000002,4,Quit CO,82
2018/19,E08000005,E12000002,4,Set quit date,234
2018/19,E08000006,E12000002,1,Not known,251
2018/19,E08000006,E12000002,1,Not quit,131
2018/19,E08000006,E12000002,1,Quit,169
2018/19,E08000006,E12000002,1,Quit CO,88
2018/19,E08000006,E12000002,1,Set quit date,551
2018/19,E08000007,E12000002,1,Not known,59
2018/19,E08000007,E12000002,1,Not quit,147
2018/19,E08000007,E12000002,1,Quit,124
2018/19,E08000007,E12000002,1,Quit CO,56
2018/19,E08000007,E12000002,1,Set quit date,330
2018/19,E08000007,E12000002,2,Not known,60
2018/19,E08000007,E12000002,2,Not quit,127
2018/19,E08000007,E12000002,2,Quit,93
2018/19,E08000007,E12000002,2,Quit CO,34
2018/19,E08000007,E12000002,2,Set quit date,280
2018/19,E08000007,E12000002,3,Not known,65
2018/19,E08000007,E12000002,3,Not quit,118
2018/19,E08000007,E12000002,3,Quit,113
2018/19,E08000007,E12000002,3,Quit CO,50
2018/19,E08000007,E12000002,3,Set quit date,296
2018/19,E08000007,E12000002,4,Not known,67
2018/19,E08000007,E12000002,4,Not quit,81
2018/19,E08000007,E12000002,4,Quit,71
2018/19,E08000007,E12000002,4,Quit CO,40
2018/19,E08000007,E12000002,4,Set quit date,219
2018/19,E08000008,E12000002,1,Not known,93
2018/19,E08000008,E12000002,1,Not quit,85
2018/19,E08000008,E12000002,1,Quit,115
2018/19,E08000008,E12000002,1,Quit CO,74
2018/19,E08000008,E12000002,1,Set quit date,293
2018/19,E08000008,E12000002,2,Not known,90
2018/19,E08000008,E12000002,2,Not quit,62
2018/19,E08000008,E12000002,2,Quit,142
2018/19,E08000008,E12000002,2,Quit CO,100
2018/19,E08000008,E12000002,2,Set quit date,294
2018/19,E08000008,E12000002,3,Not known,108
2018/19,E08000008,E12000002,3,Not quit,49
2018/19,E08000008,E12000002,3,Quit,139
2018/19,E08000008,E12000002,3,Quit CO,96
2018/19,E08000008,E12000002,3,Set quit date,296
2018/19,E08000008,E12000002,4,Not known,127
2018/19,E08000008,E12000002,4,Not quit,74
2018/19,E08000008,E12000002,4,Quit,157
2018/19,E08000008,E12000002,4,Quit CO,120
2018/19,E08000008,E12000002,4,Set quit date,358
2018/19,E08000009,E12000002,1,Not known,7
2018/19,E08000009,E12000002,1,Not quit,6
2018/19,E08000009,E12000002,1,Quit,20
2018/19,E08000009,E12000002,1,Quit CO,16
2018/19,E08000009,E12000002,1,Set quit date,33
2018/19,E08000009,E12000002,2,Not known,18
2018/19,E08000009,E12000002,2,Not quit,14
2018/19,E08000009,E12000002,2,Quit,21
2018/19,E08000009,E12000002,2,Quit CO,19
2018/19,E08000009,E12000002,2,Set quit date,53
2018/19,E08000009,E12000002,3,Not known,39
2018/19,E08000009,E12000002,3,Not quit,45
2018/19,E08000009,E12000002,3,Quit,68
2018/19,E08000009,E12000002,3,Quit CO,28
2018/19,E08000009,E12000002,3,Set quit date,152
2018/19,E08000009,E12000002,4,Not known,77
2018/19,E08000009,E12000002,4,Not quit,23
2018/19,E08000009,E12000002,4,Quit,34
2018/19,E08000009,E12000002,4,Quit CO,0
2018/19,E08000009,E12000002,4,Set quit date,134
