Time period,OrgCode,ParentOrgCode,Quarter,QuitStatus,Total
2018/19,E08000010,E12000002,1,Not known,135
2018/19,E08000010,E12000002,1,Not quit,128
2018/19,E08000010,E12000002,1,Quit,199
2018/19,E08000010,E12000002,1,Quit CO,111
2018/19,E08000010,E12000002,1,Set quit date,462
2018/19,E08000010,E12000002,2,Not known,95
2018/19,E08000010,E12000002,2,Not quit,128
2018/19,E08000010,E12000002,2,Quit,145
2018/19,E08000010,E12000002,2,Quit CO,86
2018/19,E08000010,E12000002,2,Set quit date,368
2018/19,E08000010,E12000002,3,Not known,105
2018/19,E08000010,E12000002,3,Not quit,137
2018/19,E08000010,E12000002,3,Quit,172
2018/19,E08000010,E12000002,3,Quit CO,114
2018/19,E08000010,E12000002,3,Set quit date,414
2018/19,E08000010,E12000002,4,Not known,89
2018/19,E08000010,E12000002,4,Not quit,177
2018/19,E08000010,E12000002,4,Quit,214
2018/19,E08000010,E12000002,4,Quit CO,146
2018/19,E08000010,E12000002,4,Set quit date,480
2018/19,E08000011,E12000002,1,Not known,47
2018/19,E08000011,E12000002,1,Not quit,138
2018/19,E08000011,E12000002,1,Quit,221
2018/19,E08000011,E12000002,1,Quit CO,180
2018/19,E08000011,E12000002,1,Set quit date,406
2018/19,E08000011,E12000002,2,Not known,77
2018/19,E08000011,E12000002,2,Not quit,127
2018/19,E08000011,E12000002,2,Quit,215
2018/19,E08000011,E12000002,2,Quit CO,176
2018/19,E08000011,E12000002,2,Set quit date,419
2018/19,E08000011,E12000002,3,Not known,76
2018/19,E08000011,E12000002,3,Not quit,107
2018/19,E08000011,E12000002,3,Quit,213
2018/19,E08000011,E12000002,3,Quit CO,157
2018/19,E08000011,E12000002,3,Set quit date,396
2018/19,E08000011,E12000002,4,Not known,87
2018/19,E08000011,E12000002,4,Not quit,143
2018/19,E08000011,E12000002,4,Quit,279
2018/19,E08000011,E12000002,4,Quit CO,219
2018/19,E08000011,E12000002,4,Set quit date,509
2018/19,E08000012,E12000002,1,Not known,93
2018/19,E08000012,E12000002,1,Not quit,501
2018/19,E08000012,E12000002,1,Quit,505
2018/19,E08000012,E12000002,1,Quit CO,350
2018/19,E08000012,E12000002,1,Set quit date,1099
2018/19,E08000012,E12000002,2,Not known,106
2018/19,E08000012,E12000002,2,Not quit,440
2018/19,E08000012,E12000002,2,Quit,633
2018/19,E08000012,E12000002,2,Quit CO,444
2018/19,E08000012,E12000002,2,Set quit date,1179
2018/19,E08000012,E12000002,3,Not known,50
2018/19,E08000012,E12000002,3,Not quit,410
2018/19,E08000012,E12000002,3,Quit,508
2018/19,E08000012,E12000002,3,Quit CO,360
2018/19,E08000012,E12000002,3,Set quit date,968
2018/19,E08000012,E12000002,4,Not known,140
2018/19,E08000012,E12000002,4,Not quit,505
2018/19,E08000012,E12000002,4,Quit,780
2018/19,E08000012,E12000002,4,Quit CO,532
2018/19,E08000012,E12000002,4,Set quit date,1425
2018/19,E08000013,E12000002,1,Not known,19
2018/19,E08000013,E12000002,1,Not quit,209
2018/19,E08000013,E12000002,1,Quit,239
2018/19,E08000013,E12000002,1,Quit CO,169
2018/19,E08000013,E12000002,1,Set quit date,467
2018/19,E08000013,E12000002,2,Not known,6
2018/19,E08000013,E12000002,2,Not quit,208
2018/19,E08000013,E12000002,2,Quit,215
2018/19,E08000013,E12000002,2,Quit CO,149
2018/19,E08000013,E12000002,2,Set quit date,429
2018/19,E08000013,E12000002,3,Not known,8
2018/19,E08000013,E12000002,3,Not quit,226
2018/19,E08000013,E12000002,3,Quit,256
2018/19,E08000013,E12000002,3,Quit CO,194
2018/19,E08000013,E12000002,3,Set quit date,490
2018/19,E08000013,E12000002,4,Not known,1
2018/19,E08000013,E12000002,4,Not quit,245
2018/19,E08000013,E12000002,4,Quit,291
2018/19,E08000013,E12000002,4,Quit CO,217
2018/19,E08000013,E12000002,4,Set quit date,537
2018/19,E08000014,E12000002,1,Not known,61
2018/19,E08000014,E12000002,1,Not quit,93
2018/19,E08000014,E12000002,1,Quit,189
2018/19,E08000014,E12000002,1,Quit CO,135
2018/19,E08000014,E12000002,1,Set quit date,343
2018/19,E08000014,E12000002,2,Not known,58
2018/19,E08000014,E12000002,2,Not quit,159
2018/19,E08000014,E12000002,2,Quit,289
2018/19,E08000014,E12000002,2,Quit CO,216
2018/19,E08000014,E12000002,2,Set quit date,506
2018/19,E08000014,E12000002,3,Not known,34
2018/19,E08000014,E12000002,3,Not quit,136
2018/19,E08000014,E12000002,3,Quit,222
2018/19,E08000014,E12000002,3,Quit CO,174
2018/19,E08000014,E12000002,3,Set quit date,392
2018/19,E08000014,E12000002,4,Not known,54
2018/19,E08000014,E12000002,4,Not quit,182
2018/19,E08000014,E12000002,4,Quit,360
2018/19,E08000014,E12000002,4,Quit CO,285
2018/19,E08000014,E12000002,4,Set quit date,596
2018/19,E08000015,E12000002,1,Not known,70
2018/19,E08000015,E12000002,1,Not quit,328
2018/19,E08000015,E12000002,1,Quit,383
2018/19,E08000015,E12000002,1,Quit CO,232
2018/19,E08000015,E12000002,1,Set quit date,781
2018/19,E08000015,E12000002,2,Not known,55
2018/19,E08000015,E12000002,2,Not quit,286
2018/19,E08000015,E12000002,2,Quit,345
2018/19,E08000015,E12000002,2,Quit CO,227
2018/19,E08000015,E12000002,2,Set quit date,686
2018/19,E08000015,E12000002,3,Not known,58
2018/19,E08000015,E12000002,3,Not quit,270
2018/19,E08000015,E12000002,3,Quit,341
2018/19,E08000015,E12000002,3,Quit CO,220
2018/19,E08000015,E12000002,3,Set quit date,669
2018/19,E08000015,E12000002,4,Not known,66
2018/19,E08000015,E12000002,4,Not quit,353
2018/19,E08000015,E12000002,4,Quit,454
2018/19,E08000015,E12000002,4,Quit CO,340
2018/19,E08000015,E12000002,4,Set quit date,873
2018/19,E08000016,E12000003,1,Not known,72
2018/19,E08000016,E12000003,1,Not quit,52
2018/19,E08000016,E12000003,1,Quit,251
2018/19,E08000016,E12000003,1,Quit CO,160
2018/19,E08000016,E12000003,1,Set quit date,375
2018/19,E08000016,E12000003,2,Not known,58
2018/19,E08000016,E12000003,2,Not quit,75
2018/19,E08000016,E12000003,2,Quit,246
2018/19,E08000016,E12000003,2,Quit CO,183
2018/19,E08000016,E12000003,2,Set quit date,379
2018/19,E08000016,E12000003,3,Not known,69
2018/19,E08000016,E12000003,3,Not quit,108
2018/19,E08000016,E12000003,3,Quit,302
2018/19,E08000016,E12000003,3,Quit CO,174
2018/19,E08000016,E12000003,3,Set quit date,479
2018/19,E08000016,E12000003,4,Not known,104
2018/19,E08000016,E12000003,4,Not quit,138
2018/19,E08000016,E12000003,4,Quit,454
2018/19,E08000016,E12000003,4,Quit CO,284
2018/19,E08000016,E12000003,4,Set quit date,696
2018/19,E08000017,E12000003,1,Not known,124
2018/19,E08000017,E12000003,1,Not quit,119
2018/19,E08000017,E12000003,1,Quit,330
2018/19,E08000017,E12000003,1,Quit CO,262
2018/19,E08000017,E12000003,1,Set quit date,573
2018/19,E08000017,E12000003,2,Not known,93
2018/19,E08000017,E12000003,2,Not quit,175
2018/19,E08000017,E12000003,2,Quit,473
2018/19,E08000017,E12000003,2,Quit CO,381
2018/19,E08000017,E12000003,2,Set quit date,741
2018/19,E08000017,E12000003,3,Not known,72
2018/19,E08000017,E12000003,3,Not quit,166
2018/19,E08000017,E12000003,3,Quit,355
2018/19,E08000017,E12000003,3,Quit CO,247
2018/19,E08000017,E12000003,3,Set quit date,593
2018/19,E08000017,E12000003,4,Not known,102
2018/19,E08000017,E12000003,4,Not quit,141
2018/19,E08000017,E12000003,4,Quit,475
2018/19,E08000017,E12000003,4,Quit CO,338
2018/19,E08000017,E12000003,4,Set quit date,718
2018/19,E08000018,E12000003,1,Not known,36
2018/19,E08000018,E12000003,1,Not quit,72
2018/19,E08000018,E12000003,1,Quit,91
2018/19,E08000018,E12000003,1,Quit CO,67
2018/19,E08000018,E12000003,1,Set quit date,199
2018/19,E08000018,E12000003,2,Not known,51
2018/19,E08000018,E12000003,2,Not quit,63
2018/19,E08000018,E12000003,2,Quit,165
2018/19,E08000018,E12000003,2,Quit CO,111
2018/19,E08000018,E12000003,2,Set quit date,279
2018/19,E08000018,E12000003,3,Not known,52
2018/19,E08000018,E12000003,3,Not quit,69
2018/19,E08000018,E12000003,3,Quit,170
2018/19,E08000018,E12000003,3,Quit CO,122
2018/19,E08000018,E12000003,3,Set quit date,291
2018/19,E08000018,E12000003,4,Not known,54
2018/19,E08000018,E12000003,4,Not quit,63
2018/19,E08000018,E12000003,4,Quit,212
2018/19,E08000018,E12000003,4,Quit CO,161
2018/19,E08000018,E12000003,4,Set quit date,329
2018/19,E08000019,E12000003,1,Not known,49
2018/19,E08000019,E12000003,1,Not quit,165
2018/19,E08000019,E12000003,1,Quit,299
2018/19,E08000019,E12000003,1,Quit CO,221
2018/19,E08000019,E12000003,1,Set quit date,513
2018/19,E08000019,E12000003,2,Not known,62
2018/19,E08000019,E12000003,2,Not quit,147
2018/19,E08000019,E12000003,2,Quit,318
2018/19,E08000019,E12000003,2,Quit CO,211
2018/19,E08000019,E12000003,2,Set quit date,527
2018/19,E08000019,E12000003,3,Not known,46
2018/19,E08000019,E12000003,3,Not quit,170
2018/19,E08000019,E12000003,3,Quit,325
2018/19,E08000019,E12000003,3,Quit CO,212
2018/19,E08000019,E12000003,3,Set quit date,541
2018/19,E08000019,E12000003,4,Not known,49
2018/19,E08000019,E12000003,4,Not quit,174
2018/19,E08000019,E12000003,4,Quit,376
2018/19,E08000019,E12000003,4,Quit CO,251
2018/19,E08000019,E12000003,4,Set quit date,599
2018/19,E08000021,E12000001,1,Not known,135
2018/19,E08000021,E12000001,1,Not quit,96
2018/19,E08000021,E12000001,1,Quit,219
2018/19,E08000021,E12000001,1,Quit CO,168
2018/19,E08000021,E12000001,1,Set quit date,450
2018/19,E08000021,E12000001,2,Not known,165
2018/19,E08000021,E12000001,2,Not quit,131
2018/19,E08000021,E12000001,2,Quit,218
2018/19,E08000021,E12000001,2,Quit CO,154
2018/19,E08000021,E12000001,2,Set quit date,514
2018/19,E08000021,E12000001,3,Not known,141
2018/19,E08000021,E12000001,3,Not quit,99
2018/19,E08000021,E12000001,3,Quit,212
2018/19,E08000021,E12000001,3,Quit CO,141
2018/19,E08000021,E12000001,3,Set quit date,452
2018/19,E08000021,E12000001,4,Not known,155
2018/19,E08000021,E12000001,4,Not quit,148
2018/19,E08000021,E12000001,4,Quit,281
2018/19,E08000021,E12000001,4,Quit CO,220
2018/19,E08000021,E12000001,4,Set quit date,584
2018/19,E08000022,E12000001,1,Not known,32
2018/19,E08000022,E12000001,1,Not quit,128
2018/19,E08000022,E12000001,1,Quit,117
2018/19,E08000022,E12000001,1,Quit CO,108
2018/19,E08000022,E12000001,1,Set quit date,277
2018/19,E08000022,E12000001,2,Not known,20
2018/19,E08000022,E12000001,2,Not quit,115
2018/19,E08000022,E12000001,2,Quit,127
2018/19,E08000022,E12000001,2,Quit CO,113
2018/19,E08000022,E12000001,2,Set quit date,262
2018/19,E08000022,E12000001,3,Not known,21
2018/19,E08000022,E12000001,3,Not quit,131
2018/19,E08000022,E12000001,3,Quit,149
2018/19,E08000022,E12000001,3,Quit CO,135
2018/19,E08000022,E12000001,3,Set quit date,301
2018/19,E08000022,E12000001,4,Not known,27
2018/19,E08000022,E12000001,4,Not quit,196
2018/19,E08000022,E12000001,4,Quit,183
2018/19,E08000022,E12000001,4,Quit CO,158
2018/19,E08000022,E12000001,4,Set quit date,406
2018/19,E08000023,E12000001,1,Not known,152
2018/19,E08000023,E12000001,1,Not quit,119
2018/19,E08000023,E12000001,1,Quit,210
2018/19,E08000023,E12000001,1,Quit CO,189
2018/19,E08000023,E12000001,1,Set quit date,481
2018/19,E08000023,E12000001,2,Not known,89
2018/19,E08000023,E12000001,2,Not quit,110
2018/19,E08000023,E12000001,2,Quit,143
2018/19,E08000023,E12000001,2,Quit CO,126
2018/19,E08000023,E12000001,2,Set quit date,342
2018/19,E08000023,E12000001,3,Not known,108
2018/19,E08000023,E12000001,3,Not quit,109
2018/19,E08000023,E12000001,3,Quit,165
2018/19,E08000023,E12000001,3,Quit CO,151
2018/19,E08000023,E12000001,3,Set quit date,382
2018/19,E08000023,E12000001,4,Not known,136
2018/19,E08000023,E12000001,4,Not quit,116
2018/19,E08000023,E12000001,4,Quit,230
2018/19,E08000023,E12000001,4,Quit CO,213
2018/19,E08000023,E12000001,4,Set quit date,482
2018/19,E08000024,E12000001,1,Not known,140
2018/19,E08000024,E12000001,1,Not quit,124
2018/19,E08000024,E12000001,1,Quit,292
2018/19,E08000024,E12000001,1,Quit CO,244
2018/19,E08000024,E12000001,1,Set quit date,556
2018/19,E08000024,E12000001,2,Not known,166
2018/19,E08000024,E12000001,2,Not quit,129
2018/19,E08000024,E12000001,2,Quit,261
2018/19,E08000024,E12000001,2,Quit CO,222
2018/19,E08000024,E12000001,2,Set quit date,556
2018/19,E08000024,E12000001,3,Not known,141
2018/19,E08000024,E12000001,3,Not quit,87
2018/19,E08000024,E12000001,3,Quit,219
2018/19,E08000024,E12000001,3,Quit CO,190
2018/19,E08000024,E12000001,3,Set quit date,447
2018/19,E08000024,E12000001,4,Not known,207
2018/19,E08000024,E12000001,4,Not quit,120
2018/19,E08000024,E12000001,4,Quit,252
2018/19,E08000024,E12000001,4,Quit CO,227
2018/19,E08000024,E12000001,4,Set quit date,579
2018/19,E08000026,E12000005,1,Not known,192
2018/19,E08000026,E12000005,1,Not quit,60
2018/19,E08000026,E12000005,1,Quit,157
2018/19,E08000026,E12000005,1,Quit CO,133
2018/19,E08000026,E12000005,1,Set quit date,409
2018/19,E08000026,E12000005,2,Not known,181
2018/19,E08000026,E12000005,2,Not quit,60
2018/19,E08000026,E12000005,2,Quit,161
2018/19,E08000026,E12000005,2,Quit CO,132
2018/19,E08000026,E12000005,2,Set quit date,402
2018/19,E08000026,E12000005,3,Not known,185
2018/19,E08000026,E12000005,3,Not quit,52
2018/19,E08000026,E12000005,3,Quit,198
2018/19,E08000026,E12000005,3,Quit CO,171
2018/19,E08000026,E12000005,3,Set quit date,435
2018/19,E08000026,E12000005,4,Not known,250
2018/19,E08000026,E12000005,4,Not quit,94
2018/19,E08000026,E12000005,4,Quit,239
2018/19,E08000026,E12000005,4,Quit CO,184
2018/19,E08000026,E12000005,4,Set quit date,583
2018/19,E08000027,E12000005,1,Not known,84
2018/19,E08000027,E12000005,1,Not quit,50
2018/19,E08000027,E12000005,1,Quit,194
2018/19,E08000027,E12000005,1,Quit CO,128
2018/19,E08000027,E12000005,1,Set quit date,328
2018/19,E08000027,E12000005,2,Not known,94
2018/19,E08000027,E12000005,2,Not quit,68
2018/19,E08000027,E12000005,2,Quit,205
2018/19,E08000027,E12000005,2,Quit CO,158
2018/19,E08000027,E12000005,2,Set quit date,367
2018/19,E08000027,E12000005,3,Not known,69
2018/19,E08000027,E12000005,3,Not quit,58
2018/19,E08000027,E12000005,3,Quit,183
2018/19,E08000027,E12000005,3,Quit CO,134
2018/19,E08000027,E12000005,3,Set quit date,310
2018/19,E08000027,E12000005,4,Not known,54
2018/19,E08000027,E12000005,4,Not quit,69
2018/19,E08000027,E12000005,4,Quit,207
2018/19,E08000027,E12000005,4,Quit CO,134
2018/19,E08000027,E12000005,4,Set quit date,330
2018/19,E08000028,E12000005,1,Not known,176
2018/19,E08000028,E12000005,1,Not quit,70
2018/19,E08000028,E12000005,1,Quit,329
2018/19,E08000028,E12000005,1,Quit CO,247
2018/19,E08000028,E12000005,1,Set quit date,575
2018/19,E08000028,E12000005,2,Not known,229
2018/19,E08000028,E12000005,2,Not quit,77
2018/19,E08000028,E12000005,2,Quit,326
2018/19,E08000028,E12000005,2,Quit CO,238
2018/19,E08000028,E12000005,2,Set quit date,632
2018/19,E08000028,E12000005,3,Not known,208
2018/19,E08000028,E12000005,3,Not quit,77
2018/19,E08000028,E12000005,3,Quit,275
2018/19,E08000028,E12000005,3,Quit CO,211
2018/19,E08000028,E12000005,3,Set quit date,560
2018/19,E08000028,E12000005,4,Not known,176
2018/19,E08000028,E12000005,4,Not quit,26
2018/19,E08000028,E12000005,4,Quit,248
2018/19,E08000028,E12000005,4,Quit CO,181
2018/19,E08000028,E12000005,4,Set quit date,450
2018/19,E08000029,E12000005,1,Not known,45
2018/19,E08000029,E12000005,1,Not quit,111
2018/19,E08000029,E12000005,1,Quit,137
2018/19,E08000029,E12000005,1,Quit CO,104
2018/19,E08000029,E12000005,1,Set quit date,293
2018/19,E08000029,E12000005,2,Not known,31
2018/19,E08000029,E12000005,2,Not quit,83
2018/19,E08000029,E12000005,2,Quit,161
2018/19,E08000029,E12000005,2,Quit CO,118
2018/19,E08000029,E12000005,2,Set quit date,275
2018/19,E08000029,E12000005,3,Not known,31
2018/19,E08000029,E12000005,3,Not quit,103
2018/19,E08000029,E12000005,3,Quit,108
2018/19,E08000029,E12000005,3,Quit CO,86
2018/19,E08000029,E12000005,3,Set quit date,242
2018/19,E08000029,E12000005,4,Not known,59
2018/19,E08000029,E12000005,4,Not quit,107
2018/19,E08000029,E12000005,4,Quit,181
2018/19,E08000029,E12000005,4,Quit CO,136
2018/19,E08000029,E12000005,4,Set quit date,347
2018/19,E08000030,E12000005,1,Not known,32
2018/19,E08000030,E12000005,1,Not quit,73
2018/19,E08000030,E12000005,1,Quit,113
2018/19,E08000030,E12000005,1,Quit CO,107
2018/19,E08000030,E12000005,1,Set quit date,218
2018/19,E08000030,E12000005,2,Not known,32
2018/19,E08000030,E12000005,2,Not quit,86
2018/19,E08000030,E12000005,2,Quit,181
2018/19,E08000030,E12000005,2,Quit CO,166
2018/19,E08000030,E12000005,2,Set quit date,299
2018/19,E08000030,E12000005,3,Not known,33
2018/19,E08000030,E12000005,3,Not quit,74
2018/19,E08000030,E12000005,3,Quit,187
2018/19,E08000030,E12000005,3,Quit CO,173
2018/19,E08000030,E12000005,3,Set quit date,294
2018/19,E08000030,E12000005,4,Not known,74
2018/19,E08000030,E12000005,4,Not quit,115
2018/19,E08000030,E12000005,4,Quit,397
2018/19,E08000030,E12000005,4,Quit CO,364
2018/19,E08000030,E12000005,4,Set quit date,586
2018/19,E08000033,E12000003,1,Not known,50
2018/19,E08000033,E12000003,1,Not quit,106
2018/19,E08000033,E12000003,1,Quit,168
2018/19,E08000033,E12000003,1,Quit CO,125
2018/19,E08000033,E12000003,1,Set quit date,324
2018/19,E08000033,E12000003,2,Not known,41
2018/19,E08000033,E12000003,2,Not quit,76
2018/19,E08000033,E12000003,2,Quit,178
2018/19,E08000033,E12000003,2,Quit CO,134
2018/19,E08000033,E12000003,2,Set quit date,295
2018/19,E08000033,E12000003,3,Not known,27
2018/19,E08000033,E12000003,3,Not quit,82
2018/19,E08000033,E12000003,3,Quit,180
2018/19,E08000033,E12000003,3,Quit CO,126
2018/19,E08000033,E12000003,3,Set quit date,289
2018/19,E08000033,E12000003,4,Not known,46
2018/19,E08000033,E12000003,4,Not quit,110
2018/19,E08000033,E12000003,4,Quit,254
2018/19,E08000033,E12000003,4,Quit CO,165
2018/19,E08000033,E12000003,4,Set quit date,410
2018/19,E08000034,E12000003,1,Not known,172
2018/19,E08000034,E12000003,1,Not quit,0
2018/19,E08000034,E12000003,1,Quit,126
2018/19,E08000034,E12000003,1,Quit CO,98
2018/19,E08000034,E12000003,1,Set quit date,298
2018/19,E08000034,E12000003,2,Not known,172
2018/19,E08000034,E12000003,2,Not quit,0
2018/19,E08000034,E12000003,2,Quit,125
2018/19,E08000034,E12000003,2,Quit CO,84
2018/19,E08000034,E12000003,2,Set quit date,297
2018/19,E08000034,E12000003,3,Not known,168
2018/19,E08000034,E12000003,3,Not quit,0
2018/19,E08000034,E12000003,3,Quit,140
2018/19,E08000034,E12000003,3,Quit CO,90
2018/19,E08000034,E12000003,3,Set quit date,308
2018/19,E08000034,E12000003,4,Not known,193
2018/19,E08000034,E12000003,4,Not quit,0
2018/19,E08000034,E12000003,4,Quit,181
2018/19,E08000034,E12000003,4,Quit CO,143
2018/19,E08000034,E12000003,4,Set quit date,374
2018/19,E08000035,E12000003,1,Not known,169
2018/19,E08000035,E12000003,1,Not quit,20
2018/19,E08000035,E12000003,1,Quit,240
2018/19,E08000035,E12000003,1,Quit CO,221
2018/19,E08000035,E12000003,1,Set quit date,429
2018/19,E08000035,E12000003,2,Not known,107
2018/19,E08000035,E12000003,2,Not quit,32
2018/19,E08000035,E12000003,2,Quit,252
2018/19,E08000035,E12000003,2,Quit CO,223
2018/19,E08000035,E12000003,2,Set quit date,391
2018/19,E08000035,E12000003,3,Not known,119
2018/19,E08000035,E12000003,3,Not quit,19
2018/19,E08000035,E12000003,3,Quit,268
2018/19,E08000035,E12000003,3,Quit CO,217
2018/19,E08000035,E12000003,3,Set quit date,406
2018/19,E08000035,E12000003,4,Not known,116
2018/19,E08000035,E12000003,4,Not quit,24
2018/19,E08000035,E12000003,4,Quit,248
2018/19,E08000035,E12000003,4,Quit CO,219
2018/19,E08000035,E12000003,4,Set quit date,388
2018/19,E08000036,E12000003,1,Not known,71
2018/19,E08000036,E12000003,1,Not quit,81
2018/19,E08000036,E12000003,1,Quit,338
2018/19,E08000036,E12000003,1,Quit CO,259
2018/19,E08000036,E12000003,1,Set quit date,490
2018/19,E08000036,E12000003,2,Not known,50
2018/19,E08000036,E12000003,2,Not quit,81
2018/19,E08000036,E12000003,2,Quit,321
2018/19,E08000036,E12000003,2,Quit CO,239
2018/19,E08000036,E12000003,2,Set quit date,452
2018/19,E08000036,E12000003,3,Not known,74
2018/19,E08000036,E12000003,3,Not quit,97
2018/19,E08000036,E12000003,3,Quit,341
2018/19,E08000036,E12000003,3,Quit CO,247
2018/19,E08000036,E12000003,3,Set quit date,512
2018/19,E08000036,E12000003,4,Not known,73
2018/19,E08000036,E12000003,4,Not quit,80
2018/19,E08000036,E12000003,4,Quit,503
2018/19,E08000036,E12000003,4,Quit CO,328
2018/19,E08000036,E12000003,4,Set quit date,656
2018/19,E08000037,E12000001,1,Not known,81
2018/19,E08000037,E12000001,1,Not quit,89
2018/19,E08000037,E12000001,1,Quit,180
2018/19,E08000037,E12000001,1,Quit CO,150
2018/19,E08000037,E12000001,1,Set quit date,350
2018/19,E08000037,E12000001,2,Not known,95
2018/19,E08000037,E12000001,2,Not quit,62
2018/19,E08000037,E12000001,2,Quit,162
2018/19,E08000037,E12000001,2,Quit CO,129
2018/19,E08000037,E12000001,2,Set quit date,319
2018/19,E08000037,E12000001,3,Not known,90
2018/19,E08000037,E12000001,3,Not quit,66
2018/19,E08000037,E12000001,3,Quit,185
2018/19,E08000037,E12000001,3,Quit CO,158
2018/19,E08000037,E12000001,3,Set quit date,341
2018/19,E08000037,E12000001,4,Not known,93
2018/19,E08000037,E12000001,4,Not quit,103
2018/19,E08000037,E12000001,4,Quit,231
2018/19,E08000037,E12000001,4,Quit CO,193
2018/19,E08000037,E12000001,4,Set quit date,427
2018/19,E09000001,E12000007,1,Not known,5
2018/19,E09000001,E12000007,1,Not quit,34
2018/19,E09000001,E12000007,1,Quit,44
2018/19,E09000001,E12000007,1,Quit CO,43
2018/19,E09000001,E12000007,1,Set quit date,83
2018/19,E09000001,E12000007,2,Not known,7
2018/19,E09000001,E12000007,2,Not quit,37
2018/19,E09000001,E12000007,2,Quit,47
2018/19,E09000001,E12000007,2,Quit CO,44
2018/19,E09000001,E12000007,2,Set quit date,91
2018/19,E09000001,E12000007,3,Not known,10
2018/19,E09000001,E12000007,3,Not quit,17
2018/19,E09000001,E12000007,3,Quit,59
2018/19,E09000001,E12000007,3,Quit CO,48
2018/19,E09000001,E12000007,3,Set quit date,86
2018/19,E09000001,E12000007,4,Not known,4
2018/19,E09000001,E12000007,4,Not quit,33
2018/19,E09000001,E12000007,4,Quit,55
2018/19,E09000001,E12000007,4,Quit CO,49
2018/19,E09000001,E12000007,4,Set quit date,92
2018/19,E09000002,E12000007,1,Not known,27
2018/19,E09000002,E12000007,1,Not quit,150
2018/19,E09000002,E12000007,1,Quit,128
2018/19,E09000002,E12000007,1,Quit CO,119
2018/19,E09000002,E12000007,1,Set quit date,305
2018/19,E09000002,E12000007,2,Not known,12
2018/19,E09000002,E12000007,2,Not quit,119
2018/19,E09000002,E12000007,2,Quit,122
2018/19,E09000002,E12000007,2,Quit CO,109
2018/19,E09000002,E12000007,2,Set quit date,253
2018/19,E09000002,E12000007,3,Not known,11
2018/19,E09000002,E12000007,3,Not quit,82
2018/19,E09000002,E12000007,3,Quit,137
2018/19,E09000002,E12000007,3,Quit CO,124
2018/19,E09000002,E12000007,3,Set quit date,230
2018/19,E09000002,E12000007,4,Not known,11
2018/19,E09000002,E12000007,4,Not quit,108
2018/19,E09000002,E12000007,4,Quit,153
2018/19,E09000002,E12000007,4,Quit CO,146
2018/19,E09000002,E12000007,4,Set quit date,272
2018/19,E09000003,E12000007,1,Not known,88
2018/19,E09000003,E12000007,1,Not quit,56
2018/19,E09000003,E12000007,1,Quit,97
2018/19,E09000003,E12000007,1,Quit CO,74
2018/19,E09000003,E12000007,1,Set quit date,241
2018/19,E09000003,E12000007,2,Not known,66
2018/19,E09000003,E12000007,2,Not quit,45
2018/19,E09000003,E12000007,2,Quit,87
2018/19,E09000003,E12000007,2,Quit CO,68
2018/19,E09000003,E12000007,2,Set quit date,198
2018/19,E09000003,E12000007,3,Not known,21
2018/19,E09000003,E12000007,3,Not quit,74
2018/19,E09000003,E12000007,3,Quit,105
2018/19,E09000003,E12000007,3,Quit CO,73
2018/19,E09000003,E12000007,3,Set quit date,200
2018/19,E09000003,E12000007,4,Not known,67
2018/19,E09000003,E12000007,4,Not quit,92
2018/19,E09000003,E12000007,4,Quit,168
2018/19,E09000003,E12000007,4,Quit CO,109
2018/19,E09000003,E12000007,4,Set quit date,327
2018/19,E09000004,E12000007,1,Not known,0
2018/19,E09000004,E12000007,1,Not quit,111
2018/19,E09000004,E12000007,1,Quit,132
2018/19,E09000004,E12000007,1,Quit CO,124
2018/19,E09000004,E12000007,1,Set quit date,243
2018/19,E09000004,E12000007,2,Not known,1
2018/19,E09000004,E12000007,2,Not quit,108
2018/19,E09000004,E12000007,2,Quit,127
2018/19,E09000004,E12000007,2,Quit CO,121
2018/19,E09000004,E12000007,2,Set quit date,236
2018/19,E09000004,E12000007,3,Not known,0
2018/19,E09000004,E12000007,3,Not quit,82
2018/19,E09000004,E12000007,3,Quit,144
2018/19,E09000004,E12000007,3,Quit CO,144
2018/19,E09000004,E12000007,3,Set quit date,226
2018/19,E09000004,E12000007,4,Not known,0
2018/19,E09000004,E12000007,4,Not quit,123
2018/19,E09000004,E12000007,4,Quit,149
2018/19,E09000004,E12000007,4,Quit CO,148
2018/19,E09000004,E12000007,4,Set quit date,272
2018/19,E09000005,E12000007,1,Not known,132
2018/19,E09000005,E12000007,1,Not quit,66
2018/19,E09000005,E12000007,1,Quit,165
2018/19,E09000005,E12000007,1,Quit CO,134
2018/19,E09000005,E12000007,1,Set quit date,363
2018/19,E09000005,E12000007,2,Not known,138
2018/19,E09000005,E12000007,2,Not quit,41
2018/19,E09000005,E12000007,2,Quit,154
2018/19,E09000005,E12000007,2,Quit CO,136
2018/19,E09000005,E12000007,2,Set quit date,333
2018/19,E09000005,E12000007,3,Not known,132
2018/19,E09000005,E12000007,3,Not quit,52
2018/19,E09000005,E12000007,3,Quit,135
2018/19,E09000005,E12000007,3,Quit CO,122
2018/19,E09000005,E12000007,3,Set quit date,319
2018/19,E09000005,E12000007,4,Not known,164
2018/19,E09000005,E12000007,4,Not quit,37
2018/19,E09000005,E12000007,4,Quit,202
2018/19,E09000005,E12000007,4,Quit CO,176
2018/19,E09000005,E12000007,4,Set quit date,403
2018/19,E09000007,E12000007,1,Not known,64
