,A81014,C86011,A82053,J82127,F86637,J81062,M83148,K81040,K83021,Y00437,A82044,H84050,K83066,E82083,N81011,P81176,N82094,P81125,F81105,J83058,Y04664,J84013,N82067,N85007,P85018,P81025,F81210,P92028,H81076,N82011,J82069,C82100,M91650,M87602,D83051,C81047,K81025,C81041,P84041,H81125,E81057,B87005,M92607,K82043
2015-01-01,28,28,30,60,60,30,56,120,56,14,28,28,60,30,56,28,28,60,60,28,58,56,60,60,28,30,28,28,28,60,28,14,90,30,28,56,28,28,28,56,30,112,21,28
