,A84044,C88005,F81012,Y04048,M91021,C81052,A83043,A81631,B81018,F81049,C84142,E85707,G81613,B81094,M85170,Y04788,E84713,J84010,F85625,C84037,A83603,G85012,P83001,F86040,G82754,M88610,L81663,F82042,F81060,C84143,A81022,L81041,J82038,B81081,F82038,Y00758,H85031,F81038,F85028,B81034,E81044,M85046,L82029,D82049,A86021,B86059,D83059,H85048,G84035,M85134,Y02704,B81619,K81026,F81151,F84669,E81037,B82028,D82051,H82058,B86070,A82050,M82029,F81125,F86038,G82026,E82042,A83616,C82650,G85106,L82018,C82082,B81631,K81014,B81084,N85034,J81058,P81070,M82008,K81633,P81073,A82015,F82021,J82034,G85698,G82133,H82007,F86026,K82073,M91625,D83020,J81021,D82102,G83053,Y00454,A81018,D82045,A84015,F84050,B81037,C84046,Y02117,M91610,C82017,F81683,L82049,D82029,G83015,A82013,C81053,E81011,C87608,C88653,L85023,G85023,L81024,C82676,B82038,M81063,G81028,B81683,G81063,F86009,H82096,Y00159,C87014,E85020,C84014,M91018,F84724,P92008,A88010,E81020,P84068,J82097,B82036,B81012,P91627,M85019,C84002,Y03052,A86038,B81048,L85042,L83089,M91006,C81096,M89017,G81611,F81636,E85048,E81005,P92602,D82005,L82038,E81056,L83044,L85007,C82078,M84065,E85007,L85024,M83090,C83064,L81670,H81043,B87023,E85045,F85020,M91616,G82155,E83621,F85010,E82129,C82025,Y03602,F85043,C84051,G82072,L82042,F86637,H84051,G82154,H84018,J81637,A89001,D82099,C83635,C82018,A83015,M89023,H85110,G81088,M88022,F81072,L81093,J82174,J82069,C83023,E85708,E81617,K84015,E85054,G81098,F81010,H85683,L81066,P83623,B86675,F82006,M85741,L82015,E81618,A82049,D81007,L85038,F84053,M81077,M81026,L84004,G81104,J82146,M83047,B86014,E84013,F84022,G82790,E83010,J83026,H81078,F86696,H83025,A82021,D83078,B84006,F81099,M82048,F81033,A82019,C83044,H82036,L83105,D82072,G82160,F82643,B81049,B81060,F86049,Y01086,F86692,C82678,C82068,F81013,N85617,E83025,F81104,E85700,C87013,M87018,B84005,J82092,E81045,C84035,G81103,D83608,Y03291,F82011,C81017,B81697,G81064,G82666,H81031,B81653,F85030,F85064,P84038,H82049,E84699,L81051,P84014,Y02572,M81066,F81707,P81074,A88023,F81751,Y01794,G82062,E85640,M85020,G85736,M86010,J82138,J82102,J83049,C84021,C83020,L81027,K81083,B82053,F81068,C84064,J82085,J83019,F84727,J82091,B81682,E81021,F81095,M85030,D83033,M83050,L84028,F86030,A82012,K83014,F81212,M92013,M82006,F85019,M83692,E82098,E84684,C88092,J81645,G82083,H81030,G82184,D82105,H85637,K83020,A83033,F84063,A82016,J82155,E85712,F84093,F86008,P86014,B82026,E84012,P88006,L83057,H81033,M81033,P84054,M88032,B83002,M86041,F81128,E82046,F82028,G82017,E81015,J81033,K83049,B81006,G82056,B82042,C86019,C86029,G84023,C81026,K84043,C82053,C82063,C87606,C82055,G85015,M86045,J82084,H83051,P86012,L81044,H81638,G82234,E83039,M85071,P87040,Y04168,C84017,M81076,C82662,F81635,M85149,K83007,G81012,D82004,G83651,K82026,M84060,P81182,F81725,G81099,F84044,K84051,F81114,C82020,F81071,C88045,M81023,F81084,M92035,G82143,G85130,Y00184,F84713,G82691,F86020,D82073,F86652,C84048,A86017,C83056,E82008,F85650,M88023,A88608,P81732,F86686,M89003,D81084,F84686,G82093,K84071,B81101,J82093,M87026,A82617,D83039,M83049,C84605,F81713,K82008,K81638,E86018,P81095,P82016,D83610,J82198,C86012,C82046,C87002,C85023,H82012,J83011,C84712,E87013,L85620,L81130,P81045,M92609,F82649,E84015,H85070,H83034,J82094,L83002,A83054,K84044,M81045,L83116,H81119,J81030,K81045,E85745,F81074,D83015,B86010,F81097,F81697,J83003,A83021,A83042,N81032,Y02671,F86066,K82033,G81658,F81081,F81041,K81605,C84036,M83139,G81095,E85055,F82008,N82645,F81157,M84005,B86004,M91609,C87005,E82096,E84069,M84036,K82070,G85014,P82031,A82014,B86106,L82051,L85032,F85029,G84005,A86003,B81062,L81029,Y02129,Y04938,A88012,A82631,K84009,H81003,C84135,M83712,C82667,G83642,B81055,M82043,D82044,G83001,L81090,E81010,J82054,E82663,E85624,E84063,H83018,M89007,E85120,J83057,F81732,G82014,Y03893,A82008,E86003,F81042,F84047,N81048,C82005,J82136,A86007,C81045,L85055,E85040,L84024,C84052,J82009,B81035,A81002,F81031,F84739,P92651,E81019,C82073,C81104,D81045,C82011,A83020,H81133,H81068,Y03808,K84055,E83653,B86016,L82016,Y02968,F85676,G81667,B81061,G82037,G82125,Y02886,H83625,B87020,B82083,M85713,H84040,A82047,B86057,Y03760,F81186,N83014,E82100,L81058,C84138,M81044,H85090,J82061,P87668,L81091,H83046,C88007,J82144,B85036,C88015,F81011,M84615,L85033,P81065,H85115,N81012,M91013,P88008,G82813,L81017,C82038,A83037,P92042,E85658,D81033,C86020,K84060,L84616,M86008,P81760,C86002,F81085,C85015,Y02662,K81043,G83030,M83009,C82076,J83064,M87623,M83036,F82018,B86032,M85774,A86010,M81070,B81075,M83076,C83004,M85016,Y02583,A82010,F86042,F82660,K81007,N82099,E84702,B81017,L83061,A83074,M88035,C88016,G82820,A84038,J82033,M83623,N82053,M87041,E82075,A81036,B86030,J82139,G81086,A86005,N82623,C85026,M81058,M84012,B83012,P81210,E84078,M83134,M81068,B82060,C82033,C83071,K81068,H85008,C83075,P81780,K82050,G82090,H83624,F84003,N82082,B83038,H83013,J82151,M85770,G81013,P87022,G81016,A89011,Y03610,K81025,H81110,D81012,M91641,P81016,L83106,E81050,H84629,M83012,P81712,L85018,C82116,G85026,M82028,M81094,M85081,B81038,G81041,A82623,A87009,Y04094,F86624,F86083,M81040,E81027,H82076,P84048,C84066,L81037,H85035,K83043,E84026,L83065,H85680,M84002,A83019,F81718,M85730,M83015,A83010,A82654,M84032,F81622,F84658,C82051,G82097,H82057,N81045,B82017,M84013,M91019,B81016,J81039,K83622,F84014,M83088,F84015,K84617,D81003,G82112,H81041,F81205,F86011,N81033,G85035,K83033,M85048,N85054,F84051,G82069,G82229,B81606,M85063,J82074,P81029,C83063,B82611,M88643,G81055,E86004,K84054,E84058,K81002,L82617,M81042,H84630,M81048,B86056,J83041,C81118,D82003,L84060,D83023,F81688,G81035,L83050,A89009,Y02653,F81019,J81064,A85008,C82651,L82048,F84681,M81083,L85048,Y03938,A82070,Y01695,M83719,M85792,C88062,G82117,L81022,E82085,J83002,C86611,F86698,E82024,K84024,M83072,F85067,G81039,B87026,M86028,M85047,E87609,J83038,A84022,G82050,C82614,F81115,E85019,C82075,C84047,C88049,F85007,F82003,G82029,A82044,C88042,G83016,M81014,Y01655,A86012,A89604,E82084,C83039,A83028,Y01929,M85014,G82099,C85016,G83065,G82150,F84708,M85159,G85034,M85077,K84079,B83035,C82100,G85721,B81004,D83005,Y02936,L83007,F81105,B81066,B81119,E85736,B82046,G85083,F82017,H85029,G83012,G82211,E85633,P92041,M83096,Y00902,H82084,P81695,P81043,F81014,G81054,J82147,M91629,J81077,H81090,Y00412,P81659,C81038,E87026,Y02639,G85001,B81032,N83610,K81004,P84663,Y05369,B84007,E82022,C82071,K83037,E85734,F83056,N83047,J82117,E87045,E84022,M91003,J82083,F81018,J82062,Y03814,C84094,B81054,D83058,E83030,G82052,C83045,B81026,N85625,F81036,G82031,Y05665,Y02958,K83027,M83071,D82056,B81647,C85017,H84639,P84025,A82621,K83066,C82028,M92629,L81057,F81094,L82022,G82631,Y00352,M85116,F84004,M92607,P84043,F82014,Y00399,G82233,Y05271,A82064,M88616,A84619,B82035,A82055,P81132,C83059,J83036,C84096,P88017,P81159,M91017,B81042,A82006,M85706,J81046,M83128,P86007,N82106,M81057,J81034,L81082,J82166,J82210,G82126,L81102,M85035,H81656,H82092,C84091,G85055,M83025,L82045,H83002,E82130,E81052,M81032,D82084,A86008,B81007,M86012,F81130,K82065,A82048,L81016,G85048,G84020,P92607,D82058,J83018,D82035,B81046,F84052,M87021,E82123,K83023,E85029,F84657,N83031,Y03773,F84735,M89019,M86037,P85016,P81002,M81010,L81035,L81643,F81028,M89015,J81006,F81051,C86023,G81084,J82669,P81642,B83660,H81615,P87620,C81658,C82066,K84013,D83013,Y04224,A86018,M82041,J82040,D82068,F81177,G82744,E85663,P87624,C83057,P81099,M83011,Y05408,L81025,M83107,M86003,E82032,C86038,E84665,G85642,C81064,A82041,N85051,J82121,P85614,F86702,B82008,E84007,A85023,J81047,G82076,C84013,G85722,A89022,H81004,A82608,F81116,P81681,M87011,C81056,Y02764,A81622,B81675,C83073,C81001,Y03774,A89035,Y05100,E81057,P91009,P88043,F85023,E86005,J83008,M88645,M85058,Y02666,E84080,F82647,M82056,G82727,N81087,C82061,H84023,G82055,B82622,G82105,G82100,B81040,G82120,C81032,L81018,M81054,F81155,J82112,L83148,L83069,C82095,P92605,F81147,B87004,C84679,P88600,A81019,C88009,B81005,E82040,A86040,B83021,J81644,E86640,F86023,M84017,J82015,L81655,C83614,B81045,G82046,H85007,N81117,F82039,Y03892,F81729,N81084,L82041,E85115,A82029,D83019,H85023,B81039,M86017,C81099,C82016,F86708,E86016,M81015,Y02787,F86064,M83046,G84006,A89031,M83005,F81020,L82068,B81666,Y02575,F82630,A89027,G82763,G82089,F81056,A82032,F84062,L81131,E85112,F83660,J82010,L82035,D81086,Y03942,E82109,M89009,Y00469,M84621,C83653,H81052,G82119,H81023,A81014,N83633,E83027,A81006,K81069,F86086,F81730,P84059,E82060,F81223,A86025,H82052,N83025,M87023,F81192,P81196,E83005,F86087,G82684,Y01652,F81100,N81075,Y03395,Y05023
2015-01-01,1,1,1,2,1,1,1,1,1,1,2,4,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,10,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,3,1,2,1,2,1,2,2,2,1,3,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-01,,3,,2,,,,,,,,1,,1,,,,1,,,,1,,,1,,,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,2,,,,,,1,3,,,,,,3,2,1,1,,,1,,1,,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,,,1,,,,,,,1,,,1,2,,1,,,,,,1,,,1,,,,,,,,1,,5,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,1,,1,1,,,,5,,,1,,,,,,,2,,,,,,,2,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,1,,2,,,,1,,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,4,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,2,,,,,,,1,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,1,,,,,2,,,,,,,,1,,,,,,,,,,,1,,,,,,,,3,1,,,,1,2,4,,1,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,3,1,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,2,,,,,,,2,1,,1,,,,,,,,,,,,,,1,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,3,1,,1,,,,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,5,1,1,1,4,1,1,1,1,1,1,2,1,1,1,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,,2,,,,,,,,1,,1,,1,,,2,,1,,,,,,,,,,,1,,2,,,,,,,,,,,,1,,,,2,,,2,3,,,2,,,1,,2,3,,,,2,2,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,2,,,,,,,,,,,,,2,,1,,,,,,,,1,,,,,,,,1,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
