,C88007,L82016,A81032,G82014,G83019,Y02414,E87609,B86654,B82049,F81149,E81036,J82122,E82023,F81116,J84004,L84020,G81041,B81109,G85001,E84646,J81081,M83047,J82009,H82041,F81014,L84021,L83003,J81044,M85002,M82056,E83637,G82165,E81040,C83027,F81067,A83019,Y01249,F81183,J82125,G85025,F86057,M82027,F85699,J81070,C83019,N82018,M81074,H81003,N82051,J81073,M84609,Y00969,C86011,M83043,Y00415,C81038,M81012,L83059,M82043,A84048,N81087,G85021,J81035,J81027,B81025,K84002,G82026,J82124,J81009,D81034,N84006,H85090,M81076,B84006,F85058,C84660,J81017,D82011,M91014,K81015,M85058,E84057,N85643,D83011,L83085,F86086,A83008,D83022,C83641,G82622,E81011,M83093,Y01008,M88627,C87022,J82130,D82048,B81011,K82617,M83074,E84637,M83038,L81131,A84024,L83102,F81043,E82031,M81070,F84658,G82016,C84646,K81066,M88010,M89023,F84054,M88002,L82012,B81084,D82056,K81027,G83017,N82084,C84021,M86612,M83680,M86027,F82008,L83015,M81017,M82028,C85010,C84001,J81041,F85025,M83052,F81749,F82031,N81626,Y02575,F81728,E86001,C83017,D81031,Y02633,G85055,M81068,J81056,G81019,E83032,J82077,E84059,L83045,L83074,F81636,J82147,M82030,M81018,M85007,L81054,P84640,E85025,B83014,B87016,K82074,N81047,L84085,M82045,M81049,M87018,Y02626,M81046,N82646,F84033,D82032,L83076,N81056,M85028,B84009,J82097,Y04168,K81097,L83648,M88005,H82017,L83035,Y04947,G82042,G82076,G81051,M83625,N82034,M92027,M83723,A82012,B85645,G82071,M83704,E85624,F86087,Y00809,C88073,M81014,J81043,L83027,Y02867,P89007,L85039,L83624,D82005,L81004,J82033,J81620,D82049,L83128,F81065,M87013,G82231,K84038,Y03798,J82094,C86015,L82030,M85063,P85011,L84069,D81625,Y02615,J81637,M89003,G83631,Y02896,M85722,K81046,Y03402,F86081,F81090,Y04507,L83053,L83139,Y03925,B83627,J84017,C82001,M81021,J82134,J82017,F84022,B83063,H82058,H82096,N81027,Y03361,J84005,M92010,H81669,K81012,A84030,L84038,L84068,N82669,C83014,Y01163,M85776,E83012,L83017,B83045,G85054,J82021,F81206,J82086,L83101,H85001,D82012,B82028,M92016,Y03051,G82041,K83025,M85019,C87010,K81063,M82055,M83718,A86008,B81007,B85015,A81039,P85621,B81002,Y00271,J82163,A89019,L83095,E83025,J84012,Y04131,F85007,M89601,K81042,E85635,K83620,M81042,N81017,E81012,C84018,K83007,L84036,F86020,L84615,M85103,F84047,L81057,C83020,L82025,Y00192,L82036,L85054,F86038,M81040,E82090,L83089,J82106,D81624,G85632,J81072,F84640,M92026,P85016,B86024,F85015,M83042,G82120,C84004,M81016,E82086,B86020,E81035,P81064,M82009,F81091,K83036,E82089,Y02893,L83100,Y03711,F81047,E81018,F81075,K81001,A82028,G82067,K81002,A84013,G85721,B83008,C81034,P81062,F84743,H84635,K82008,F81102,L83117,M82032,M91010,L83664,M81002,L83092,M85713,H82083,H82101,G82115,A85005,G81076,G82089,M83107,H82034,Y04112,Y02787,C84012,F86085,F85002,P84032,A87020,M83126,J81050,D82019,M85029,F86001,M83110,M82039,L83050,F81010,L85035,F81221,Y04913,D83044,D82024,L83147,F82018,G81056,F81018,M83067,C87016,B86018,G82013,B86058,E87006,J83010,B81034,E82040,M84042,M91017,K81061,C81655,Y02286,F82612,F81017,Y02462,C84074,H83004,J82215,G82135,L83098,E81033,J83053,L83008,P83019,F83664,M85136,E82019,A87030,F84006,K83048,L83096,F81111,P86007,B82023,C87029,F81042,C81008,H81019,D82031,H85038,G82226,P92634,G81097,J82040,F81114,N84007,M82034,Y05335,J82131,P84611,K81085,N84618,C84029,Y03978,M82021,M85770,P85020,F82007,D82025,C81055,F82022,M85113,K81069,Y02321,N81108,F82009,J83632,F86009,H84002,Y02889,F85027,Y04990,M84066,L82035,P84024,F82006,M82007,C83047,P81742,C88024,G82164,E81032,F85066,B83028,K82053,F82014,M91650,E82085,H81029,M85072,H84040,F81026,E87005,A85016,J82161,K81101,B87039,K81028,M91655,L82050,A83046,C83079,L84054,F84636,K82015,G81049,N81114,L81637,L83005,F82053,L83087,B86674,H82028,G82155,J82126,E84061,L85008,Y04908,C88033,E81013,G81057,G81039,M91016,H81081,A88002,F81136,N81623,C83009,Y02344,M84012,G81016,L84025,L85060,G82727,C88655,L81643,F81681,E82048,G82086,H81130,H81060,L82052,P84066,M82051,M82035,F82668,E81008,M83089,M82026,L81031,J82044,C88034,P81134,J81013,Y04955,B81043,C88041,F85004,J81018,H82641,J81005,Y03752,F81670,P84005,C83637,L83006,J84007,Y00105,Y04101,M92013,E84685,L85013,K83002,Y02875,P92042,F81113,J81061,P85010,D81025,G85006,L84042,C87002,K81633,K83049,C81052,A83022,Y01815,C83063,J82151,K83029,L85005,M84035,G85696,F81028,Y00433,P81197,E85659,M81047,A89031,C87622,J82136,P89013,Y04954,L83016,M81011,H81615,B81049,P84004,F81094,K83047,C83025,E82063,B86012,B85037,C83083,J82058,G82184,K83041,L82051,Y04031,J81025,B83617,J83019,D82018,C82018,M82620,K83006,J82112,A81034,F81158,H81053,G81048,M85038,G82079,B85055,L84015,K81047,C84695,Y03132,H83053,P88020,M85037,G83010,C83049,K81050,Y05332,K83621,E83039,J82076,E86605,J82110,A81057,M92627,B82053,L83134,N81035,E83638,G82697,G85035,E82078,G82012,G82050,L81021,J82064,D82028,G81008,K83070,M83665,C81031,P81735,M85116,J81047,B84004,M91029,A85620,C84036,G81082,K81055,N83024,H84055,M87011,J81087,C86009,E82044,L84013,E84624,B86054,K83014,Y02591,J82145,N82665,L81029,J82065,N82663,M87020,Y00399,M82014,K83043,A82062,D81039,Y05488,G82200,J82082,J82041,Y02463,H81056,K81057,Y00185,A86013,M84007,F82011,Y04301,F86011,M85070,L82026,Y02509,P87019,K81041,J82069,Y01177,J82090,M86034,J82061,F81613,B83626,Y03835,B86004,P92023,E83008,B81119,K82051,Y04838,C83004,Y01660,D81020,C85008,B83659,M92007,E82117,C83026,L82001,J82144,A86022,J81068,L85609,C81044,M85699,L82003,P81003,L85003,Y02594,F84013,M83722,B86031,M81044,E87047,B81012,B85622,L83064,K83052,K83064,L81648,Y03110,J81003,B82088,K84063,E82060,F84647,C88025,M85053,Y02002,J81051,M83601,N83620,C82009,K83040,K82073,G81031,C81006,M81038,C82010,L83040,Y04441,K84040,B84005,B86059,G82233,N81091,A81017,L84049,C83048,E82032,G82791,F81141,K84058,L85024,M84060,Y05297,F81115,P81136,E85108,J82169,L82068,Y00774,A82003,H82029,N81041,E85115,Y00203,F81071,C83085,J82210,H81078,G82796,C83067,D83057,P84059,D81036,C84629,P82006,M88009,Y02627,P85018,G85717,M85164,A81021,L81028,G82813,M88007,M85124,C87008,L82066,M85033,L84024,G81696,J81016,G82108,M83700,Y03568,G82069,N82670,G81054,D81022,M92009,Y05731,Y00868,K82022,G85042,Y02256,P81043,M81032,C83010,G82604,N81081,L82056,P81218,A84043,K81613,M82018,J83030,B83030,B81062,H82016,Y04134,J82648,M85061,H83013,F81142,J82099,Y01011,C84014,C83036,E81022,M92607,B86042,C83015,B81050,P88024,J82083,B81061,Y05167,K83053,M83103,G85004,P92007,F81195,D82015,D83049,A82035,Y02989,C84016,M84019,A82048,P84029,B81101,F81127,P81054,M83125,Y03816,F86652,Y03761,M85736,G82232,M82019,C84133,P86017,B83040,M91659,D81630,C83611,F81212,M83096,Y06271,D82020,K82007,M85066,H82039,N84016,K81075,G82162,K83039,C82093,Y05850,J82139,B81064,M85128,M86002,B85612,M84003,Y02519,H82042,F81053,Y05389,J81042,Y05336,Y01897,F81097,E82008,J83007,D83006,F81021,K83044,D82067,M91009
2015-01-01,28,60,50,7,28,100,112,56,100,14,84,70,50,72,56,56,28,28,28,84,70,100,32,60,100,28,42,20,27,100,50,28,56,30,12,14,28,28,56,84,200,4,49,3,28,75,28,12,84,36,14,105,28,15,30,56,28,56,16,100,28,100,9,18,60,200,100,100,100,60,28,56,28,30,84,100,56,100,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-01,,60,,,28,,,,100,14,,70,,,,,28,,,,,,,,,28,126,,,,,,,,32,28,,28,56,,,4,28,,28,,28,,,,,,,15,,28,28,,32,,28,,9,18,30,,,100,,60,28,,10,,,,44,,,56,50,150,56,101,84,100,28,12,100,7,84,40,15,12,84,20,100,7,50,21,7,28,100,84,100,7,42,100,56,84,14,100,25,28,42,30,7,56,25,33,60,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,56,60,,,,,,,100,14,,140,,,112,,56,56,,,,,,,,56,,10,,,,,,,16,,,28,56,,,4,28,,,,28,,,,,,,,,,28,,,,28,,,18,30,,100,100,,60,,,,,,,,,,21,,,,100,84,,,,100,21,84,,,12,,20,100,,,,,,,,,28,,,,,,100,25,35,,,,,,33,,,50,100,84,120,100,200,100,60,100,200,36,100,24,50,56,100,112,70,8,7,100,84,300,100,28,50,50,100,7,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,28,,,30,,,112,,100,,,,,144,,,28,,,,,,,,,,,,,,,,,,16,,,28,56,,,4,,,,,,12,,,,,,15,,,,,32,,28,,,18,30,,,200,,60,28,,,,,,,,,,100,,,,16,,,12,,35,,,,12,,,,,,,,,,,100,28,,,,,,,25,28,,,,56,,,,,,,28,,,200,100,60,,,,,,,56,,,,,,,,,,84,50,,,,,100,100,112,56,100,25,7,28,100,100,30,100,9,56,56,56,24,30,100,14,112,25,28,16,100,25,4,28,12,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,28,,,,,,,,,14,,,,,,,,28,,,,,,,,,,,,,,,,,16,,,28,56,,,8,28,3,,,28,,,,,,,15,,,,,,,28,,,18,30,,100,,,60,56,,,,,,,,,,,,,,,,,,,14,,,,12,,20,,,,,,,,,,28,,,,,,,25,56,,,,,,33,,,,100,28,,100,,,,,,,,24,,,,,,,,,,,,,250,,,,,,,,56,,,,,,,,,,,,28,,,100,,112,25,,,,,,,,,100,30,100,56,56,252,28,28,100,28,56,28,7,50,2,28,112,28,56,30,56,1,84,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,28,,,,,,56,,100,28,,140,,,,,28,28,,,,,,,,28,,,,,,,,,16,,,,56,,,4,28,50,,,28,12,,,,,,,,,56,,16,,28,,,18,30,,,,,60,28,,,,,,,,,,100,,,,,,,,50,7,,,,12,,,,,,,,,,,,,,,,,,,50,,,,,56,,33,60,,,100,,,100,,100,,,,,,24,,,,,,,,,,300,,,,,,,,,,,56,100,,,,,,,100,,,,28,,,,,,25,,,100,,,,,50,,,,,,,,,,,,28,,,,,,,,,,,,24,56,56,56,56,10,50,9,24,56,36,28,100,28,28,56,100,28,18,84,28,25,84,35,28,7,60,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,28,,,,,,,,200,14,,70,,,,,56,28,,,,,,,,28,,,,,,,,,16,,,56,56,,,3,,,,,28,,,,,,,15,,,28,,16,,28,,,18,30,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,33,60,,,100,,,,,,,,,,,,,,,,,,,,84,,,,,,100,,,,,,56,,,,,,,,,,,,28,48,,100,,112,,,,100,33,,,,,100,,,56,,84,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,100,,,,,,,7,,,60,,,100,100,30,100,100,100,56,56,84,84,8,20,30,30,56,30,70,15,28,100,28,60,100,28,30,84,90,60,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-01,56,,,,,,56,,100,14,,70,,,,,,28,,,,,,,,,,,,,,,,,,,,28,112,,,2,,,,,28,12,,,,,,15,,,,,76,,28,,,18,30,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,56,,66,,,,100,,,100,,,,,,,,24,,,,,,16,,,,,,,,,,,,,,,28,100,,,,,,,,,,,56,24,,,,,,,,,,,,,,,,,,,84,,,100,,,56,,,,,,,,,,,,,112,112,,,,,,,,48,,,,,,,,,,,,,,,,,,,100,,,100,,,56,56,,84,,,,,,,70,,,,,60,,28,,,90,,35,56,70,120,28,12,56,90,100,100,56,56,100,21,100,28,42,180,84,28,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,28,,,,,,56,,100,14,,,,,,,56,28,,,,,,,,,,,,,,,,,16,,,28,56,,,3,,,,,28,,,,,,,15,,,28,,16,,28,,,18,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,56,,,,,,,,300,,,,,100,,,,,,,,,,,,,,,,,,84,24,,,,112,,,8,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,56,,,,50,,,,24,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,100,,,140,,,,,60,,,,,,,35,,,60,28,12,28,90,,100,,,100,,,,84,,,,,,90,100,1,56,14,14,28,30,84,25,84,40,56,28,100,7,84,100,56,100,90,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
